gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PRAF2,102.3805044,-0.025492021,0.219580395,-0.116094247,0.907577848,0.957935332
LOC105372440,3.077922376,-0.928701996,0.819341629,-1.133473465,0.257015478,0.481941614
CKLF,349.9800666,0.130040901,0.234112025,0.555464425,0.578577037,0.769727408
RNGTT,800.9504989,-0.228930655,0.098484146,-2.324543239,0.020096397,0.07843863
SNORD88B,50.95251548,0.077115317,0.258345354,0.298497016,0.765323853,0.888604823
SNORD88A,16.73122645,-0.161121736,0.385470972,-0.41798669,0.675956849,0.834862811
SNORD88C,17.83692219,0.318571754,0.434863208,0.73257923,0.463815103,0.684265163
LINC01869,6.995829093,-0.162493215,0.782689133,-0.207608881,0.835534369,0.924530404
FSD1,199.1742907,0.554661776,0.181132382,3.062190046,0.002197239,0.013053405
APIP,299.142388,0.148842274,0.143176473,1.03957215,0.298538722,0.52910543
C1orf198,894.261973,-0.54286948,0.114844887,-4.726979981,2.28E-06,3.05E-05
ZC3H4,1181.457373,-0.14207755,0.145037146,-0.979594223,0.327286458,0.559002968
FSTL3,423.0234861,-0.736126537,0.139370739,-5.281786871,1.28E-07,2.16E-06
TROAP,553.2283307,0.122114941,0.185321674,0.658935019,0.509937497,0.720050229
NUTM2A,37.98021997,0.290781611,0.290468211,1.001078946,0.316788643,0.548073798
FBLL1,4.923644719,0.620541541,1.879752676,0.330118717,0.741310261,0.876383231
NUTM2E,25.24654125,0.056095172,0.297583992,0.18850198,0.850483163,0.931583614
UBE2L5,4.208221723,0.044720871,0.788262165,0.056733499,0.954757489,0.980763943
PTGES,193.98397,0.544220106,0.147066451,3.700504775,0.000215171,0.001806912
SIKE1,1898.654562,-0.132872691,0.123418705,-1.076600918,0.281658594,0.510265899
ZFP82,632.7074378,-0.130123993,0.11441582,-1.137290215,0.255416984,0.480357252
PPP3R1,1053.023125,0.020365415,0.141899268,0.143520225,0.88587934,0.948344454
LINC01530,27.89769931,0.333145164,0.494332826,0.673928872,0.500356535,0.71108037
SPACA6P-AS,79.96591668,-0.61739578,0.366444784,-1.684826216,0.092022105,0.244769909
SPACA6,279.0318188,-0.440619366,0.210954085,-2.088697952,0.036734921,0.124750705
ZNF350-AS1,4.8215103,-0.816806065,0.733874405,-1.113005249,0.265706175,0.492291933
RNF2,1474.414688,0.035300818,0.089687779,0.393596751,0.693878781,0.84680382
ZNF615,316.9385488,-0.666299571,0.208430054,-3.196753825,0.001389835,0.00887753
ZNF575,3.553060501,-0.32160549,1.10698359,-0.290524171,0.771415262,0.891876342
ZNF616,200.0080029,0.41099216,0.269727369,1.523731762,0.127575732,0.307483988
CCDC127,507.7976368,-0.236280144,0.118561781,-1.992886252,0.046273904,0.148967521
MAPK15,232.5988558,1.068950179,0.345989708,3.089543286,0.002004645,0.012115481
MIR6801,5.208170246,-0.634491345,0.782101704,-0.811264496,0.417213794,0.644309784
ZNF480,729.4011239,-0.683795566,0.277193441,-2.466853335,0.013630617,0.057627474
ZNF610,22.62932026,-0.794121791,0.377358454,-2.104422953,0.035341569,0.121039195
WDR82,3072.525628,0.008865202,0.149250627,0.05939809,0.952635035,0.979619343
ZNF808,330.7307269,-0.562458729,0.17356239,-3.240671711,0.001192484,0.007807156
ZNF137P,12.19015737,-0.46378825,0.707531177,-0.655502209,0.512144464,0.72187066
ZNF611,359.6780501,-0.235642068,0.18510783,-1.272998926,0.203018423,0.415546259
GOLGA6C,4.951418187,1.474980001,1.200506781,1.228631129,0.219210139,0.436202033
SKIDA1,701.8126236,0.827086021,0.255079836,3.242459438,0.001185028,0.007764496
DOCK6,215.32817,-0.200467523,0.416574432,-0.481228582,0.630354049,0.805211367
MIR548K,5.168146917,0.543773323,0.892689314,0.609140621,0.542431235,0.744624782
MIR1205,5.03237007,-0.529719599,0.845733326,-0.626343532,0.531089639,0.736342797
ZNF321P,4.313184452,0.300780941,0.717868479,0.418991709,0.675222192,0.834271035
ZIC3,10.37193118,-3.06306779,0.860751148,-3.558598552,0.000372839,0.002892697
SEMA6A,39.56478447,-1.009529822,0.397487063,-2.539780322,0.011092212,0.048858974
FAM120C,218.4372076,-0.047332869,0.256280767,-0.184691461,0.853471044,0.932691678
STOML1,87.23201821,0.778547066,0.302820782,2.570982944,0.010141032,0.045469481
PRRT1,57.4788118,-0.337119824,0.568548157,-0.592948584,0.553215563,0.752819506
CLSPN,1107.316441,-0.14818989,0.250888938,-0.590659323,0.554748708,0.753936084
ZNF765,522.0113384,-0.386354099,0.278569752,-1.386920498,0.165466007,0.364568161
TPM3P9,305.4385188,-0.247511951,0.169376822,-1.461309448,0.143930538,0.333026138
STARD3NL,754.1743657,0.071204359,0.104858749,0.679050238,0.497106031,0.709177578
ZSWIM6,365.5618512,0.945377249,0.202861496,4.660210379,3.16E-06,4.11E-05
NCKIPSD,1229.44609,0.111283419,0.193440498,0.575285013,0.565098556,0.761361606
CNTNAP3,323.1542612,-0.049003364,0.154537032,-0.317097874,0.751169338,0.881299462
SERINC5,295.2187326,0.082164952,0.210076666,0.391118887,0.69570936,0.847660044
C17orf67,101.9362939,-0.268490123,0.214976349,-1.248928662,0.211691167,0.427357036
ZNF564,261.5252107,-0.742421569,0.180200437,-4.119976509,3.79E-05,0.000388507
SLFN5,165.5275255,-0.749212168,0.379931221,-1.971967889,0.048613272,0.154243955
PRKCD,214.2609696,0.473221433,0.160742525,2.943971634,0.003240297,0.018021288
CLIP3,24.91747981,-0.36973971,0.845132408,-0.437493234,0.661753682,0.826654112
PSMD13,2433.837721,0.389186349,0.104723666,3.716317079,0.000202148,0.00171147
ITGAE,231.2725587,0.290894771,0.209404997,1.389149137,0.164787405,0.363557947
COMMD8,531.0162504,-0.057665256,0.184156835,-0.313131228,0.754180965,0.882638598
HCCS,470.2615063,0.128562651,0.140193385,0.917037928,0.359122765,0.592310518
ME1,749.9668592,-0.617376193,0.107297224,-5.753887857,8.72E-09,1.78E-07
LINC02861,4.467855099,1.746973057,0.880778278,1.983442485,0.047318026,0.151414015
INTS8,1069.988182,-0.005895222,0.164325724,-0.035875225,0.971381851,0.989401574
DEPDC1,1797.620633,-0.056228479,0.138547829,-0.405841648,0.684858955,0.841265726
DUS2,460.6409502,0.449104597,0.12864221,3.491113815,0.000481011,0.003595012
PRPF40B,211.3334064,-0.044409557,0.229278598,-0.193692552,0.846416624,0.930027925
SBNO1,4619.509448,-0.179686354,0.109659292,-1.638587577,0.101299181,0.262061062
LENG8-AS1,229.975113,-0.663276641,0.321271284,-2.064537585,0.038966774,0.13050551
PPIA,18641.45501,0.195024868,0.16407,1.188668665,0.234570076,0.456053262
TMEM164,476.8773816,0.088108783,0.105998799,0.831224346,0.405846904,0.635735253
ZNF285,148.0550474,0.445830546,0.197977855,2.251921283,0.024327247,0.090749201
FOXO4,61.03356657,-0.246489026,0.476851995,-0.51690887,0.605219776,0.788402779
SPATA25,14.34790916,0.560432159,0.454739396,1.23242491,0.217790401,0.434318706
OSBPL1A,923.4482182,-0.089090441,0.137052251,-0.650047267,0.51566169,0.72460228
APOBEC3D,238.3315282,-0.08227459,0.156332802,-0.526278486,0.598694729,0.783864896
DIPK1B,300.3348033,-0.017266631,0.148141115,-0.116555293,0.907212467,0.957935332
SNRPG,2380.281038,0.186534354,0.152482713,1.223314763,0.221210833,0.43880876
KIF4B,14.07535164,-0.252362441,0.463478729,-0.544496274,0.586100012,0.775861516
USP20,291.7459068,0.474657752,0.14395926,3.297167214,0.000976653,0.006600802
GAS6-AS1,3.825364581,3.874028952,1.351864621,2.865692979,0.004160976,0.022057445
HOXC-AS3,9.579436029,-0.507620075,0.512614801,-0.990256375,0.322048824,0.553548644
IARS1,8461.136963,0.046087128,0.248923746,0.185145566,0.853114863,0.932691678
MIR148B,3.758759711,0.055916763,0.907431326,0.061620931,0.950864708,0.979494042
ZNF592,1181.739439,-0.217808312,0.158375608,-1.37526425,0.169049536,0.36989803
CREB3L4,149.3114715,-0.1508993,0.274763928,-0.549196181,0.582870825,0.773508499
HIVEP2,885.6701939,-0.219447541,0.275276815,-0.797188611,0.4253415,0.6513281
CENPI,572.2693087,-0.209594079,0.088935093,-2.356708388,0.018437719,0.073546063
TAF6L,326.984795,0.28545943,0.158329289,1.802947721,0.071396425,0.203788864
SNORD157,21.45225294,0.108177041,0.353321985,0.306171271,0.759474245,0.885508264
ZNF697,210.6061074,-1.025287345,0.275365248,-3.723372335,0.000196579,0.001672037
XRN2,2717.784797,-0.078470828,0.14418307,-0.5442444,0.586273302,0.776028721
RMDN1,783.4511374,0.436656496,0.21676358,2.014436634,0.043963711,0.143205006
ZNF580,201.0695003,-0.328580354,0.178823639,-1.837454802,0.066142783,0.192451381
LRRK1,8.490280494,1.16790903,0.623820289,1.872188275,0.061180561,0.181927249
ATP5IF1,2675.406684,0.179277763,0.194581512,0.921350445,0.356867492,0.590592576
POLR3K,293.483177,0.526227011,0.320852999,1.640087557,0.100986963,0.261676681
KCTD20,2025.377794,-0.697454877,0.221211806,-3.152882702,0.001616668,0.010103713
TNF,3.297712669,0,2.53955009,0,1,1
BRSK1,208.60081,0.336970177,0.4118181,0.81825004,0.413214427,0.641604499
TBL1XR1,4158.624423,-0.489138622,0.128854475,-3.796054601,0.000147017,0.001297931
GRWD1,1036.296327,0.039152123,0.227227847,0.172303365,0.863199039,0.937430751
ZNF667-AS1,421.3767956,-0.385542902,0.122854803,-3.138199659,0.00169989,0.010540086
COPS9,748.7603525,-0.37840182,0.1825556,-2.072803133,0.038190605,0.128546551
CAPNS1,4004.784386,-0.130730524,0.146805774,-0.890499884,0.373197531,0.605845387
TMEM240,15.53443996,0.003805354,0.600338525,0.00633868,0.994942499,0.998873166
LRRC69,72.37723986,0.201759072,0.267313494,0.754765758,0.450389543,0.673514417
ZNF460-AS1,18.53345098,-0.047889801,0.479233866,-0.099929918,0.920399964,0.96539392
ZNF460,1940.717877,-0.43284026,0.1692803,-2.556944071,0.010559619,0.046976513
ZNRD2-AS1,42.03661957,0.764808286,0.384777955,1.987661393,0.046849151,0.150350551
RFX2,194.0867403,0.055751823,0.278259634,0.200359004,0.84119982,0.92750408
ZNF548,485.2746652,-0.387085255,0.124688962,-3.104406736,0.00190661,0.011619611
SLC38A10,1101.5176,-0.141374821,0.247974212,-0.570119044,0.568596959,0.762723534
ZNF549,444.5092434,-0.432048146,0.185429998,-2.329979784,0.01980722,0.077566537
CTSH,306.9967098,-0.147581475,0.225786494,-0.653632876,0.513348358,0.722782267
GLE1,1149.243147,0.025966223,0.111074284,0.233773487,0.815160833,0.914329894
FKBP1AP1,4.082458022,1.016292037,0.929254719,1.093663573,0.274102556,0.500898995
UBE2CP5,28.23906845,-0.151177025,0.36319808,-0.416238503,0.677235488,0.836004468
XPO6,3141.573751,0.246817853,0.207436619,1.189847073,0.234106504,0.455527299
WDR7,293.1159597,-0.083763082,0.163784984,-0.511421012,0.609056285,0.790856936
MVB12B,193.0728419,-0.387541598,0.156992338,-2.468538289,0.013566614,0.057415661
LOC100128398,106.2988438,-0.800103396,0.190963076,-4.189832996,2.79E-05,0.000296157
NRBP2,596.3183014,-0.845438353,0.252974112,-3.341995534,0.000831784,0.005739101
H3C13,3163.355232,0.193357882,0.255653029,0.756329324,0.449451771,0.672771428
HSDL2,848.305308,0.344342351,0.15284079,2.252947986,0.024262429,0.090548305
ZNF274,415.3534477,-0.250489908,0.234750177,-1.067048856,0.285949775,0.51525236
ZNF8-ERVK3-1,70.87532389,-0.148950649,0.3475037,-0.428630396,0.668192221,0.830239139
LOC105372480,100.4869494,0.348157215,0.237742298,1.464431104,0.143076195,0.331833814
A1BG-AS1,185.6142242,0.245942455,0.142357282,1.727642253,0.084052383,0.22914297
LOC105372483,8.15709618,-0.473932043,0.692513772,-0.684364792,0.493744843,0.706547459
ZNF584,347.0562966,-0.035348927,0.123532902,-0.286149899,0.774763314,0.893807824
ZNF446,128.9545066,0.107644707,0.214853397,0.501014683,0.61636079,0.796199385
ACAD10,263.8524857,0.130558164,0.260748505,0.50070532,0.616578527,0.796199385
MZF1-AS1,166.5081075,-0.156904811,0.226969206,-0.691304402,0.489374266,0.702789439
CENPBD1P1,686.9042623,-0.213230003,0.128596803,-1.658128342,0.097291564,0.255129713
FSIP1,22.58179603,0.19815633,0.40506425,0.489197281,0.624702034,0.801089061
ITFG2,285.881843,0.028316665,0.157084011,0.180264461,0.856944955,0.934538407
LCMT1,622.6453531,0.09628098,0.086236796,1.116472135,0.264220091,0.490601109
MTERF3,522.2286087,0.158633079,0.158597008,1.000227436,0.317200455,0.548353439
CD24,31.72265264,-4.186824169,0.882350447,-4.745080803,2.08E-06,2.81E-05
STAT3,1890.440688,-0.598162342,0.238795077,-2.504919066,0.012247942,0.052974993
IRF2,278.5501179,0.106516443,0.158118416,0.673649824,0.500533969,0.71108037
IPPK,705.2677809,0.544817533,0.195561825,2.785909433,0.005337778,0.027062438
CCDC144A,34.22535781,1.985937388,0.721851945,2.751169961,0.005938282,0.029589306
ING3,166.4133033,0.079864236,0.191002608,0.41813165,0.675850865,0.834799958
UHRF1,1960.340602,-0.375675562,0.230575567,-1.629294754,0.103250636,0.265777468
LDLR,791.831543,1.099931712,0.187324881,5.871786523,4.31E-09,9.33E-08
PSME2,2180.523617,0.229445262,0.157065626,1.460824172,0.1440637,0.333190171
FRMD4B,7.440090967,1.485142748,1.261866144,1.176941592,0.23921882,0.461614073
TMEM258,837.9489325,0.401662839,0.172982658,2.321983274,0.020233836,0.078844659
WDR5,1174.25355,0.140186642,0.071056329,1.972894515,0.048507582,0.153997354
ERP44,691.9103319,0.115809961,0.107821305,1.074091634,0.282781614,0.511445417
ZDHHC15,166.8894632,-0.423135408,0.15898895,-2.66141395,0.007781323,0.03687118
ZBTB22,1253.69449,0.187203153,0.13984088,1.338686894,0.180672625,0.386824422
MFN2,2989.765508,0.19088524,0.111035478,1.719137372,0.085589361,0.231992955
MMP23B,3.465210238,-0.341244314,1.834857627,-0.185978633,0.852461517,0.932328633
FOXD3-AS1,58.54824707,-0.05336077,0.272287319,-0.19597229,0.844631854,0.929241306
CHEK2,277.620469,0.072217088,0.149694018,0.482431358,0.629499549,0.80478695
STEAP3,744.8319304,-0.898678488,0.132638984,-6.775372205,1.24E-11,3.76E-10
GULP1,386.4361076,-1.095154572,0.18893902,-5.796338802,6.78E-09,1.42E-07
NCBP2,1717.756043,0.171561923,0.134185257,1.278545249,0.201057241,0.413222258
DNAH1,199.5554849,-0.714423672,0.305848325,-2.335875708,0.01949772,0.076602954
MTPAP,889.2345255,0.039620359,0.122067242,0.324578146,0.74550037,0.878579845
DENND5A,2921.547451,-0.48098918,0.218689468,-2.1994163,0.027848335,0.100392578
VPS26C,1014.734212,0.182179398,0.087951979,2.07135076,0.038326029,0.128882196
PIM1,100.4814592,-0.139401166,0.345332003,-0.403672885,0.686453282,0.842298805
PPP4R1,1682.671269,0.082863128,0.098549052,0.840831308,0.400442445,0.631215604
U2AF1L4,135.826287,-0.598270335,0.233805428,-2.558838519,0.010502251,0.04675908
NSMCE1,277.3185593,-0.091700485,0.201393595,-0.455329697,0.648872065,0.818298119
SCAP,1226.849798,0.178226801,0.096762267,1.841903952,0.0654892,0.19095333
NAPG,704.7447874,0.070910401,0.118196142,0.599938377,0.548547305,0.749144637
PEX12,106.4024392,0.538866783,0.352000566,1.530869083,0.125801752,0.30436296
SULF2,8.722317503,-4.9793411,1.321784637,-3.767134949,0.000165132,0.001437764
ADSS1,103.9361337,-0.334920595,0.256904799,-1.303675898,0.19234411,0.402526291
NEK10,43.80962126,-1.77972801,0.375686855,-4.737264518,2.17E-06,2.91E-05
RRM1,3049.06407,0.018085535,0.145744941,0.124090311,0.90124377,0.954935428
TSPEAR,5.481861178,4.587788152,1.373400405,3.340459298,0.000836399,0.005766129
TMEM163,59.11227181,-0.268275108,0.275951498,-0.972182106,0.330959961,0.562892826
ATP5ME,2330.036119,0.402197732,0.131762821,3.052437173,0.002269912,0.013390862
NPEPPS,2299.309084,-0.159948485,0.210523543,-0.75976531,0.447394882,0.670969257
RPS3A,23488.04778,-0.044075307,0.169897384,-0.259423108,0.795308802,0.905034028
ARHGDIB,5.915849598,1.296597596,0.689743452,1.879825888,0.060131811,0.179645009
LRIG2,654.200688,-0.31360242,0.167329861,-1.874156937,0.060908798,0.18131042
SLAIN2,789.1247214,-0.019326591,0.133072175,-0.145233899,0.884526203,0.947878799
FAM204A,1271.465689,0.064957537,0.110148189,0.589728597,0.55537262,0.754293788
SMARCE1,2116.569001,-0.012828057,0.08915549,-0.1438841,0.885591991,0.948116126
ABHD12,458.2209092,0.598909036,0.17136188,3.494995718,0.000474069,0.003561018
CDCA4,1090.419358,-0.071469824,0.165656118,-0.431434857,0.666152209,0.829566062
LINC00472,19.10355104,0.111802133,0.461233139,0.242398309,0.808471545,0.911683027
RNF166,365.4044186,-0.183192646,0.180874218,-1.012817899,0.311147149,0.542312558
NRSN2,463.8510655,0.343319578,0.251351184,1.365896005,0.171971607,0.374062023
CHKA,361.6781639,0.372134195,0.2270392,1.639074638,0.101197716,0.26183958
RABAC1,440.2445195,0.36727044,0.129107926,2.844677708,0.004445638,0.023238306
FLVCR1,1389.042814,0.061327783,0.156236847,0.392530855,0.694666018,0.84703287
SNAPC1,627.7062015,0.252912141,0.14272845,1.771981278,0.076397665,0.213923823
MYO1G,2.59167218,-0.865282794,1.053699362,-0.821185648,0.41154053,0.640217223
CDH24,144.7054358,-0.545886083,0.266855398,-2.045625037,0.040793276,0.135061803
FAM200A,253.0108523,-0.085259612,0.172505912,-0.494241681,0.621135506,0.799619382
MAMLD1,35.61110875,-0.628020586,0.402878198,-1.558834878,0.119035467,0.292767695
MSH3,628.5164206,-0.12392619,0.131365473,-0.943369578,0.345491898,0.578375917
KLHL25,208.82276,0.066818552,0.152463644,0.438258919,0.661198602,0.826148148
GALNT17,29.3804564,-5.500777547,0.766628357,-7.175285779,7.22E-13,2.52E-11
MPP5,1081.496371,-0.259898053,0.248000128,-1.047975478,0.294649905,0.524877064
SOX4,180.6388005,0.48878185,0.325576653,1.501280404,0.133283051,0.31668145
ADI1,3651.739043,-0.461452937,0.205429748,-2.24628098,0.024686016,0.091735346
TXLNG,1400.826067,0.103562614,0.108538845,0.954152534,0.340006437,0.572091915
ABCB9,249.7995222,0.701102309,0.144936411,4.837309728,1.32E-06,1.85E-05
UHRF1BP1L,1136.449229,0.648322051,0.112271546,5.77458913,7.71E-09,1.59E-07
NECTIN3,28.29607471,-4.187055433,1.358383643,-3.082380632,0.002053521,0.012361536
PNN,3403.731552,-0.096768421,0.155274538,-0.623208557,0.533147479,0.738183576
CNOT2-DT,64.66201888,-0.107088234,0.243536837,-0.439720886,0.660139273,0.82538646
PLS1,691.602893,0.250045509,0.096265809,2.597448797,0.009391912,0.042713548
GANC,248.8709117,-0.303293732,0.234479683,-1.293475527,0.195846643,0.406684247
PRRT4,11.11196107,0.741809163,0.73273499,1.012383977,0.311354496,0.542391222
LEAP2,6.02213143,0.123407445,0.741976977,0.166322472,0.867903182,0.939512731
NIBAN1,5711.172519,2.796786557,0.278994602,10.02451852,1.19E-23,1.18E-21
NOP56,4556.096142,0.198445186,0.267569408,0.741658724,0.458294134,0.680038908
RMI1,446.6425427,-0.150859615,0.189128071,-0.797658506,0.425068689,0.6513281
GNG3,4.140116609,0.587719845,0.855297576,0.687152474,0.49198665,0.705230501
C8orf88,16.69822624,-0.005620818,1.096642562,-0.005125479,0.995910477,0.999419761
AAR2,514.2827686,0.204830275,0.261930746,0.782001648,0.434213605,0.658875723
CWF19L2,457.4710591,-0.281849258,0.118213473,-2.384239727,0.01711445,0.069298262
ADCY9,318.9390861,1.35500294,0.221333371,6.122000188,9.24E-10,2.17E-08
ZNF408,236.9799092,0.028933307,0.243444455,0.118849726,0.905394412,0.956894548
SDAD1,816.6550671,0.048813941,0.138107684,0.353448405,0.723752302,0.865986275
SLFN12,3.362347095,0.401120642,0.922721946,0.434714536,0.663769646,0.827964046
TNFRSF9,5.561175661,0.639072793,1.390221491,0.45969135,0.645737779,0.816339862
DPYSL4,990.7476003,0.901496399,0.320845051,2.809756284,0.004957903,0.025480597
KAZALD1,974.4876456,0.513534423,0.187670655,2.736359733,0.006212307,0.030686272
RFT1,538.1372789,-0.277808277,0.122382803,-2.269994386,0.023207924,0.087562468
PPP1R3D,216.1886387,-0.341531731,0.192466764,-1.774497186,0.075980947,0.213009723
ANO9,17.04022293,5.781370734,1.124599248,5.140827494,2.74E-07,4.39E-06
UFD1,1371.010681,0.001294645,0.094008162,0.01377162,0.989012184,0.996103206
TUBE1,377.2249962,-0.301033013,0.286470285,-1.050835041,0.293334359,0.523323751
FAM8A1,1543.090332,1.038534328,0.083138596,12.49160295,8.30E-36,1.67E-33
NAPEPLD,562.4234618,-0.415614349,0.286105789,-1.452659699,0.146318262,0.336847693
HOXB9,160.1296953,-0.291163073,0.226745234,-1.284097876,0.199107711,0.410748242
HOXB8,48.93884966,1.391375566,0.342746779,4.059485462,4.92E-05,0.000488497
SELENON,1384.193616,0.152850257,0.168369825,0.907824531,0.363970936,0.596968714
TRAPPC10,971.9773198,0.006647608,0.11043798,0.060193132,0.952001816,0.979599121
GGT7,98.06216741,-0.189717013,0.250480703,-0.757411692,0.448803253,0.672234489
TBC1D24,775.6427375,0.048422665,0.13377534,0.36197004,0.717374419,0.861688362
MEGF8,750.1891021,-0.75157039,0.287197047,-2.616915451,0.008872832,0.040938948
BPNT1,676.4589676,0.580091955,0.102495336,5.659691213,1.52E-08,2.97E-07
NPEPPSP1,592.771169,-0.265465666,0.186918347,-1.420222627,0.155542878,0.349606377
C2CD4C,30.67789441,-1.680195884,0.418892625,-4.01104193,6.05E-05,0.000586684
RNASET2,676.0760454,0.552773229,0.20474663,2.699791587,0.006938293,0.033599155
ACY1,25.92812124,0.542260055,0.467296786,1.160418971,0.245878267,0.469202543
CASS4,6.292822267,-0.341247719,1.882220625,-0.181300595,0.856131639,0.934116019
LOC112694756,131.6444508,0.138245872,0.205295444,0.673399612,0.500693096,0.711130572
RMC1,470.3660271,-0.026830065,0.178830841,-0.150030413,0.880740621,0.945662609
P2RY6,5.66780391,0.620541154,1.840757906,0.337111769,0.736032646,0.87434644
PNCK,11.02135041,-0.12911583,0.774000139,-0.166816287,0.867514603,0.939346286
RSRC1,617.6906072,-0.22152608,0.205805292,-1.076386704,0.281754346,0.510309023
B3GNT2,461.4668679,-0.067074387,0.137873438,-0.48649245,0.626618057,0.802486979
TMEM18,603.7574729,0.283777696,0.139283369,2.037412641,0.041608708,0.137190794
AK1,434.1329385,0.591428039,0.226170066,2.61497045,0.008923518,0.041092462
GGT2,12.66413813,0.508156739,0.572118901,0.888201278,0.374432492,0.60713418
PEX7,144.9908861,0.68118322,0.344270914,1.978625531,0.047858183,0.152443645
ZNF471,279.8792445,-0.397305315,0.198995654,-1.996552727,0.045873793,0.147967839
NGEF,844.1563792,-0.055481165,0.160759912,-0.345118159,0.730005543,0.870379064
CUEDC2,453.8148076,0.304584664,0.149242135,2.040875816,0.041263172,0.136344284
SPG21,1011.291962,0.035284322,0.096926144,0.364033076,0.71583331,0.860562927
WASF2,1800.335278,-0.09195506,0.180796069,-0.508612054,0.611024178,0.792221144
PPP3CB,886.9947098,0.062719481,0.295022893,0.212591911,0.831645281,0.92337885
BICD2,1147.724658,0.311073438,0.096943648,3.20880682,0.00133287,0.00858672
CCNE1,588.6036287,-0.645682006,0.196879746,-3.279575579,0.001039634,0.006975088
ZNF787,599.1508254,-0.157540441,0.15466572,-1.018586674,0.308399233,0.539519015
USF2,601.8071919,0.002022027,0.138376719,0.014612477,0.988341345,0.996103206
PSTPIP1,12.56681832,0.776712223,0.4979031,1.559966635,0.118767766,0.292283367
CSRNP1,1157.678254,1.595232928,0.24309835,6.56208868,5.31E-11,1.48E-09
BRI3BP,2434.551309,0.004353823,0.244178151,0.017830519,0.985774058,0.995113847
AHRR,79.49791533,-0.622676106,0.27700691,-2.2478721,0.024584347,0.091481018
ADAM10,1450.896478,0.283743286,0.212108024,1.33773009,0.180984439,0.387341404
FAM241B,151.0538733,0.064292122,0.157465082,0.408294467,0.683057501,0.840114952
FGFBP3,55.48181742,-0.645398608,0.25877769,-2.494027241,0.012630285,0.054250053
ZNF519,324.3415467,-0.304102967,0.18829156,-1.615064247,0.106296782,0.271042027
ZNF619,7.610302167,-1.034932826,0.864108939,-1.197687906,0.231038539,0.451525626
RAVER2,811.2488493,0.203947317,0.105134922,1.93986273,0.052396375,0.162960519
SRP54,1394.129753,-0.036042255,0.092965328,-0.387695669,0.698241261,0.849246021
FAM81A,6.566119478,-2.456938337,1.061964022,-2.313579637,0.020690792,0.080133763
GDF9,17.16761811,-0.22269895,0.475553801,-0.468293912,0.639574421,0.811591787
KPNA2,4705.071649,-0.100942849,0.155963273,-0.647221922,0.517488325,0.72611894
CEP19,152.1787691,0.027589202,0.221488666,0.124562588,0.900869848,0.954817308
PCIF1,327.0729953,-0.166562175,0.162007811,-1.028112007,0.303897143,0.534985933
ALG14,60.93152048,0.561597696,0.231731989,2.423479371,0.015372626,0.063513017
NUTF2,3863.971023,-0.06631323,0.119612032,-0.554402673,0.579303297,0.770445399
PIWIL4,16.23981221,0.124212653,0.60897828,0.203968938,0.838377772,0.92610128
HPGD,5.999048658,-2.349473022,1.174498027,-2.000406104,0.04545643,0.146908493
EXOSC8,932.9860298,0.001325044,0.280780602,0.004719142,0.996234683,0.999633346
VPS11,641.2758128,0.190613045,0.097833515,1.948340954,0.05137418,0.160600352
YME1L1,4078.685422,-0.215702289,0.097656542,-2.20878484,0.02718961,0.098685559
MPHOSPH6,812.3925397,-0.063428829,0.141246307,-0.449065394,0.653384483,0.821417528
COPS3,1893.455516,0.11781734,0.109720598,1.073794192,0.282914934,0.511513668
TIGD5,571.2507852,0.166768188,0.238444142,0.69940149,0.484301157,0.699286978
SIK2,761.6009507,-0.146472761,0.125024451,-1.171552927,0.241376597,0.464510588
IMMP1L,176.7751022,0.16251119,0.185116605,0.877885538,0.380005838,0.612203761
GGA1,767.3905,0.215957603,0.099914482,2.16142445,0.030662567,0.108454879
EPOP,1649.092887,1.065406031,0.162453615,6.558216835,5.45E-11,1.51E-09
AP1M1,890.170866,-0.131270992,0.094878313,-1.383572156,0.166489499,0.366090727
HLA-DRB1,35.86770309,-0.793558579,0.376455736,-2.107973139,0.035033313,0.12032612
HEXB,1619.374274,0.589220389,0.118525778,4.971242535,6.65E-07,1.00E-05
PSMD10,719.8961198,0.157460912,0.180359191,0.873040686,0.382640902,0.614756063
C15orf62,19.80928101,-0.130425345,0.690887914,-0.188779312,0.850265787,0.931548505
ATP5MGL,9.01000037,-0.012198761,0.537332222,-0.022702456,0.981887617,0.993756731
C1orf74,197.5544567,-0.380806651,0.244517441,-1.557380324,0.119380215,0.293313001
DDX47,1386.607409,0.00413499,0.116795003,0.03540383,0.971757731,0.989561816
ZDHHC17,1296.608025,-0.447500715,0.10967463,-4.080257339,4.50E-05,0.000450896
IER3IP1,525.8917774,0.007392545,0.157009595,0.047083396,0.962446761,0.984456825
ZNF589,801.6222573,-0.097820103,0.128287328,-0.762507913,0.445756922,0.669730111
PTX3,33.14292483,0.289896073,0.768290825,0.377325961,0.705931382,0.854880833
VEZF1,808.6381207,0.006220475,0.114774559,0.054197334,0.956777945,0.981508738
NBEAL2,1269.926268,-0.333300291,0.269169881,-1.23825255,0.215622432,0.431691026
PHYH,657.0274656,-0.157158894,0.290889796,-0.54026953,0.589011168,0.777910581
NYAP1,505.6270682,1.350131041,0.300430722,4.493984616,6.99E-06,8.48E-05
MLKL,468.2019246,0.568364662,0.328760486,1.728810751,0.083842971,0.228685304
PPP1R13L,54.8400863,-0.852128881,0.265787369,-3.206054837,0.001345683,0.008659135
