gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
HAL,10.2256985,-0.172845098,0.538283909,-0.321103966,0.748131605,0.879850211
DDT,4294.781648,-0.254336839,0.174001416,-1.461694073,0.143825062,0.331431693
LINC02572,4.60306672,-0.53311105,0.743074473,-0.717439596,0.473102895,0.691253539
DANCR,797.0239608,0.523542026,0.312330299,1.676244758,0.093690261,0.247219882
FAR2P1,711.1516441,-0.03186226,0.253596464,-0.125641579,0.900015648,0.955261635
RGP1,1148.321315,0.070482496,0.102025212,0.690834105,0.4896698,0.704807054
MED15P9,106.0054706,-0.735554266,0.241421859,-3.04675918,0.00231323,0.013597838
PMF1,419.3961518,-0.327466599,0.176971777,-1.850388833,0.064257527,0.189167717
SEMA3B-AS1,25.22262871,1.103878845,0.766185041,1.440747061,0.149656154,0.340406873
LYRM2,814.3996506,-0.158615569,0.138007584,-1.149325013,0.250421988,0.474267168
CCNJL,26.89847525,-4.485662341,1.332487277,-3.366382867,0.000761609,0.005281386
JTB,2104.660092,0.145476668,0.165078904,0.881255352,0.378179626,0.60589438
SUGT1,1354.781696,0.163615262,0.151316143,1.081280948,0.27957216,0.50669003
FAR2P2,27.74198241,0.279026557,0.382257261,0.729944427,0.465424155,0.684742781
CYP4F62P,127.5255448,0.192501802,0.319395158,0.602707327,0.546703406,0.747740764
CYP4F30P,133.3090007,0.137708733,0.326907638,0.421246607,0.673575014,0.833791373
LOC440910,208.0402162,-0.103601239,0.28545084,-0.362938987,0.716650462,0.859858263
EXOC3L4,3.56658482,1.335132167,1.748292035,0.763678001,0.445059154,0.665895571
NOC2LP2,9.927009206,-0.494952688,0.555257296,-0.891393398,0.372718158,0.600757079
GOLGA5,908.1934091,0.074572255,0.110536685,0.674638061,0.499905745,0.71212616
MIR4784,30.71676475,-0.221634127,0.316116199,-0.701116006,0.483230622,0.699385736
POTEKP,3.359912421,-0.170841175,1.023491386,-0.166919993,0.867433002,0.938097127
FAM201B,2.748167769,0.100129024,1.00663228,0.099469315,0.92076565,0.964978028
CAVIN3,11.13113937,6.375206837,1.279378969,4.983048018,6.26E-07,9.06E-06
CENPBD1,225.1093089,0.02184484,0.133238333,0.163953118,0.869768051,0.939175432
DRC1,11.82456618,0.05545873,0.501680393,0.110545939,0.911976419,0.961005863
MIR3679,3.931604134,0.29988444,0.874362914,0.342974794,0.731617423,0.869165399
APMAP,1488.34499,0.263685939,0.163539529,1.612368219,0.106881836,0.270956151
CCNT2-AS1,24.31295382,0.35638951,0.359281945,0.991949401,0.321222209,0.551210103
RPL30,10659.01134,-0.036792731,0.169679858,-0.216836174,0.82833602,0.918963958
XRRA1,322.2978706,0.280545656,0.16038964,1.74915073,0.080264968,0.222303277
EIF2S3,12027.50608,0.153951574,0.22851279,0.673710972,0.500495085,0.712626309
SNORA40B,13.6352079,-0.150176516,0.492272765,-0.305067692,0.760314597,0.885862772
C19orf25,340.4891232,-0.110371327,0.123121379,-0.896443237,0.370016084,0.598269936
UCHL3,327.7423043,0.225287545,0.238791449,0.943448964,0.345451309,0.575859069
RNF182,5.973190081,-1.770340712,1.218307935,-1.453114324,0.146192015,0.335435435
ACOT13,575.8522534,-0.251208364,0.1452918,-1.728992037,0.08381052,0.228672312
CHMP4A,458.8252617,-0.438606492,0.167820417,-2.613546667,0.008960785,0.04163551
SETD2,1963.498449,0.175666867,0.212777095,0.825591056,0.40903611,0.634807293
PURB,1327.078013,-0.074568773,0.147825382,-0.504438224,0.613953463,0.795831696
GABRG3,21.08519257,-1.760695985,0.36872269,-4.775122426,1.80E-06,2.35E-05
LOC105373656,4.582374094,-5.276125343,1.471242019,-3.586170918,0.000335569,0.002612125
PABPC1P2,7.315229858,-0.863618043,0.671511686,-1.286080438,0.198414991,0.408961669
PAK2,2071.567292,-0.048672655,0.159831415,-0.304524958,0.760727982,0.886219395
C6orf62,1674.869335,0.045463187,0.186053726,0.244355154,0.806955771,0.909023799
LYPD6B,8.156984448,1.305995608,0.681812311,1.91547672,0.055431735,0.170221492
VPS50,407.0520841,0.119936947,0.161796478,0.741282804,0.458521986,0.678555455
HMGXB3,1117.181573,0.199691931,0.115168643,1.733908861,0.082934255,0.227370628
UBAP1L,26.16925975,0.419943985,0.40098455,1.047282208,0.294969439,0.523903785
CORO1A,177.9311995,0.710099554,0.187183929,3.793592524,0.000148483,0.001267518
MTRF1,149.0571528,-0.215070909,0.155949521,-1.379105923,0.167862098,0.366280863
NUDT14,372.7348073,0.191262697,0.205926698,0.928790191,0.352997829,0.582441129
CDK8,717.1372894,0.078591949,0.182522479,0.43058778,0.666768128,0.829467988
MCTP1,21.7263671,-1.771342941,0.466333127,-3.798449729,0.000145604,0.001245513
FBXW2,1200.49529,-0.026010629,0.128408427,-0.202561695,0.839477632,0.924987762
PDF,91.39484237,-0.460721482,0.255773903,-1.801284171,0.071658101,0.204818917
WDFY3,2163.03828,-0.077701085,0.14518949,-0.535170175,0.592532188,0.781662054
IFNAR1,1388.437268,-0.049000184,0.099857779,-0.490699715,0.623638848,0.802591858
IGSF3,342.4854173,-0.161187446,0.318364296,-0.506298752,0.612646939,0.795491151
COA5,417.6299162,-0.71693467,0.202573929,-3.539126049,0.000401454,0.003051642
FLJ46875,71.00748057,-1.034816563,0.240550398,-4.301870098,1.69E-05,0.00018225
R3HCC1,526.2846149,0.16592444,0.12093931,1.371964499,0.17007449,0.369698817
LIMK1,801.324359,1.201023173,0.235425479,5.101500389,3.37E-07,5.14E-06
FAM133DP,404.5893755,-0.297641982,0.125426764,-2.373034043,0.017642638,0.072026963
ENGASE,504.0292311,0.149559789,0.094833155,1.577083349,0.114776348,0.284452471
TLR3,204.8841492,-0.165100808,0.268910382,-0.613962194,0.53924031,0.742883356
SERPINB9,476.9161531,2.392169043,0.307819045,7.771348398,7.77E-15,3.24E-13
PUS7L,1193.30221,-1.106561494,0.115914498,-9.546359682,1.34E-21,1.12E-19
PMAIP1,140.9533934,-0.380037069,0.282744239,-1.3441019,0.178915438,0.381992957
NME4,1158.73693,-0.272217449,0.185931522,-1.464073693,0.143173814,0.330391878
CC2D2A,811.5356067,-0.214023342,0.258614474,-0.827576815,0.407910203,0.633853315
PYGM,21.6111495,-0.276512697,0.608292841,-0.454571678,0.649417414,0.818698696
TRIM24,585.2855271,-0.802329999,0.116887132,-6.864143113,6.69E-12,2.05E-10
ASCC3,2452.348509,0.14511948,0.211134858,0.687330749,0.491874326,0.706011481
KIF20B,1635.632384,-0.177030381,0.101806224,-1.738895461,0.082053153,0.225914216
PSLNR,4.885293543,1.080279626,0.922551297,1.170969712,0.241610952,0.464385583
LOC643072,100.4185469,-1.626483783,0.240997663,-6.748960807,1.49E-11,4.40E-10
ANP32C,4.634787272,-1.154919905,0.881797015,-1.309734423,0.190285694,0.397412959
PLXNB2,3362.01673,0.06454845,0.180331746,0.3579428,0.72038612,0.862896152
TRIM36,350.5201312,0.271177812,0.152492856,1.778298465,0.075354848,0.212529119
ADORA2A,6.699498825,1.988834289,1.446120251,1.375289701,0.169041648,0.368028199
LINC02478,4.464823317,0.831776769,0.82598392,1.00701327,0.313928397,0.54383411
MIR4785,5.907314738,-0.917235436,0.670643545,-1.367694423,0.171407746,0.371465909
KLHDC10,842.4435694,-1.101236079,0.123742852,-8.899391479,5.62E-19,3.62E-17
LINC01806,231.0549168,-0.828924198,0.23776957,-3.486250151,0.000489843,0.00361262
AHCTF1P1,743.1032779,0.028853763,0.146555372,0.196879602,0.843921757,0.927286608
ITGAV,19518.94534,0.448045101,0.220966152,2.027663951,0.042594557,0.139931761
TXNDC16,154.3728761,0.879439583,0.240808808,3.652024151,0.000260181,0.00209031
ZNF600,387.4071766,-0.275102705,0.241257346,-1.14028737,0.254166598,0.477896854
TLL1,91.9431793,-0.377310285,0.540802648,-0.69768572,0.485373761,0.700883275
URGCP,776.2744639,-0.050013097,0.155928674,-0.320743429,0.748404833,0.879868401
INVS,435.285007,0.062458513,0.181203344,0.344687421,0.730329376,0.868142154
ZNF473,681.3666396,-0.322407429,0.212331902,-1.518412572,0.128910424,0.307997397
TMEM30B,7803.570938,-0.227986891,0.132750783,-1.717405248,0.085905153,0.23265803
FAM135A,932.7883687,-0.152382508,0.122320003,-1.245769329,0.212849093,0.429337076
LOC100506124,72.57449983,-0.542905845,0.307975461,-1.762821765,0.077930555,0.217846829
KDM6B,227.6624185,0.385240574,0.409791594,0.940089009,0.347171906,0.577326643
PIH1D1,1159.856469,0.353969223,0.201418631,1.757380741,0.078852934,0.219496589
LAMTOR1,1163.090036,0.129518589,0.162886249,0.795147474,0.426527722,0.650003221
CMTM8,71.82681773,-0.021869524,0.180974316,-0.120843247,0.903815195,0.956874083
CGGBP1,1455.160376,0.060725105,0.106825758,0.56845003,0.569729427,0.764601641
CLDN2,3.234069929,1.394626856,1.987200258,0.701804889,0.482800849,0.699179444
G2E3,1056.952546,-0.655537261,0.130809752,-5.011379133,5.40E-07,7.90E-06
ZNF781,9.757336757,1.137160893,0.653524581,1.74004303,0.081851462,0.225562639
PGBD4,125.4153767,-0.673255031,0.151969693,-4.430192751,9.41E-06,0.000107104
PHOSPHO2,125.8011324,-0.679690018,0.193395951,-3.514499732,0.000440583,0.003307978
LAMP3,16.65675629,2.656913277,0.823456047,3.226539274,0.00125297,0.008081439
SNAP29,660.0038154,0.235777937,0.139455462,1.690704208,0.09089331,0.242118319
PTGDR2,2.641871919,1.522688389,1.429038798,1.065533274,0.286634676,0.514801738
HSPB8,2.970374806,1.896944298,1.78343374,1.063647197,0.287488553,0.515472936
HIP1R,451.7334782,1.078779138,0.176824111,6.10085995,1.05E-09,2.38E-08
LOC101926913,6.165301545,-0.957594056,0.8511614,-1.125044035,0.260570375,0.485845067
NANOGP8,7.577337992,-0.602863898,0.623116814,-0.9674974,0.33329544,0.563613235
LRRC37B,244.5710533,-0.067177503,0.186306995,-0.360574238,0.718417751,0.860975434
TOR4A,531.3815183,2.986789972,0.237070017,12.59876726,2.14E-36,4.72E-34
SECISBP2L,761.4371298,-0.209395394,0.099954349,-2.094910296,0.036178967,0.12434544
SV2A,4.424721898,1.326006337,0.851623098,1.557034256,0.119462352,0.292597737
USP24,2956.328824,-0.099801397,0.090303483,-1.105177713,0.269082592,0.496670718
SERPINB6,2155.098028,0.32134789,0.292144695,1.099961409,0.271348936,0.498653805
JMJD8,38.3858747,0.055063677,0.27673662,0.198975028,0.842282279,0.926195055
SLC25A12,483.0446225,-0.700863779,0.132281544,-5.29827333,1.17E-07,1.95E-06
PHF13,731.5693521,0.052158473,0.112342062,0.464282676,0.642445234,0.813921643
DLX2-DT,5.389166112,-0.70814188,0.857237077,-0.826074722,0.408761706,0.634519863
C20orf194,517.7825618,0.237512133,0.178562765,1.33013248,0.183474626,0.388386432
PAK6,7.750075807,1.730178516,0.777180625,2.226224457,0.025999151,0.096747939
PTPRH,1089.4517,0.475682019,0.363540369,1.308470968,0.190713615,0.398155649
SCRN3,213.3457429,-0.537186859,0.164290265,-3.269742473,0.001076454,0.007135182
SMARCC1,4441.030652,-0.10242043,0.162460741,-0.630431878,0.528412059,0.734631092
OR1F1,44.97477188,-0.129221755,0.405704929,-0.318511671,0.750096843,0.880416376
ZNF775,79.39037889,-0.948007281,0.307694995,-3.08099676,0.002063089,0.012342667
LINC01117,12.33203406,2.976025368,0.66792831,4.455605973,8.37E-06,9.59E-05
ANKRD42,340.8223504,0.082377567,0.145216005,0.567276089,0.57052662,0.765063075
MIR3128,4.680840494,-0.287883514,0.762250241,-0.377675858,0.705671404,0.853627262
LOC100130691,85.72942557,-0.433020351,0.302305674,-1.432392404,0.152031551,0.343825898
DACT3,38.95341998,-0.240603792,0.301866885,-0.79705262,0.425420472,0.648794696
ZNF813,18.60484074,-0.420742247,0.540470012,-0.778474731,0.436289198,0.657959004
PHPT1,1341.76957,-0.245003551,0.26791612,-0.914478573,0.360465432,0.588821994
CHRNB2,4.482520383,-1.452354578,1.205761716,-1.204512101,0.228391708,0.449397087
CHRNB1,62.05081351,0.570952114,0.28244636,2.021453252,0.043232867,0.141690575
ADCY6-DT,8.6567191,1.331346966,0.682441309,1.950859286,0.051073787,0.160570387
AKIRIN2,258.0314486,-0.227268932,0.209496159,-1.084835791,0.27799439,0.505216343
IARS2,4151.336589,0.221783073,0.225899076,0.981779462,0.326208508,0.556799196
DPY19L4,1048.062362,-0.430418264,0.175536742,-2.452012375,0.014205978,0.060759798
S100A16,726.0796657,2.57685492,0.194108008,13.27536638,3.22E-40,8.57E-38
ANKRD37,1413.647008,0.474836718,0.378185522,1.255565564,0.209273523,0.424718031
BRWD3,1046.883022,0.250411189,0.260288589,0.96205212,0.336023423,0.566602175
MICU3,552.3896239,0.051169123,0.219807733,0.232790367,0.815924194,0.912796196
CCDC163,28.24647277,0.676049735,0.376497572,1.795628407,0.072553635,0.206699024
ASPHD1,345.3852006,0.165712548,0.189131521,0.876176253,0.380934224,0.608394395
CENPV,321.2358166,-0.51486694,0.210700988,-2.443590529,0.014541921,0.061844348
POU5F2,32.08854223,-0.192979064,0.351414251,-0.549149796,0.582902655,0.7747052
DNAJC24,283.4928897,-0.688496937,0.135047289,-5.098191493,3.43E-07,5.23E-06
USP43,174.2143112,0.411900424,0.142534557,2.88982849,0.003854521,0.020800056
SRGAP2C,1019.21865,0.106280868,0.102856826,1.033289405,0.301468484,0.530642629
COPZ2,4.8849747,0.302478012,1.076205599,0.28105969,0.778664618,0.89561884
ISCA1,2223.783447,-0.215136799,0.486214766,-0.44247278,0.658147123,0.8242934
MFSD4A,63.96938513,1.284880197,0.308806727,4.160790822,3.17E-05,0.000321192
PPP1R11,3890.705586,-0.189031453,0.082444163,-2.292842168,0.021857093,0.084949522
GPAT4,1649.216835,0.12512792,0.158324396,0.790326208,0.429337285,0.652000506
FAM161A,229.9348244,-1.15167943,0.222659397,-5.172381889,2.31E-07,3.65E-06
VIRMA,2046.540091,-0.077500366,0.069150761,-1.120744944,0.262396445,0.487928007
PARD6B,3362.390144,-1.433124151,0.143622868,-9.978384133,1.90E-23,1.85E-21
BOK,1814.800107,-0.124826784,0.175317172,-0.71200546,0.476461395,0.694510176
LRWD1,661.6911586,0.165946818,0.194925459,0.851334756,0.394583423,0.621889783
MSI2,540.2850691,-0.085509241,0.200252444,-0.427007226,0.669374064,0.830983668
TFAP4,150.3045306,-0.058041482,0.193426912,-0.30006932,0.764124281,0.888108983
MIS18A,479.6483437,-0.392358734,0.14767953,-2.656825452,0.007888027,0.03769003
LRRC42,749.0875227,-0.181676683,0.167536576,-1.084400118,0.278187431,0.505455944
MEIOB,497.0326888,0.412433566,0.127733176,3.228868014,0.001242812,0.008031602
L3MBTL3,378.5157701,-0.172342992,0.172459271,-0.99932576,0.31763691,0.547332202
LENG8,4874.034324,0.239551907,0.308376312,0.776816824,0.437266849,0.658932009
MID2,287.4464473,0.387076828,0.226252224,1.71081999,0.087114348,0.235084922
KDM2B,1294.86263,0.450361788,0.219834134,2.048643587,0.040496979,0.135178595
ASAP2,266.2293163,0.249662061,0.121725478,2.05102552,0.040264462,0.134660534
DLL4,93.21577575,1.006204233,0.536400271,1.875845871,0.060676447,0.181699339
MIAT,77.70981451,-0.070301892,0.222523563,-0.315930103,0.752055562,0.881587806
RASEF,39.45636156,-3.405770347,0.421922622,-8.07202593,6.91E-16,3.22E-14
LHX9,318.205984,7.532934598,0.45589792,16.52329233,2.49E-61,1.37E-58
RAPGEF4,62.83461149,-2.520426843,0.25846427,-9.751548408,1.82E-22,1.64E-20
ANKRD29,9.348363123,0.57610781,0.71292832,0.808086584,0.41904074,0.642983274
TTC39C,433.513966,0.272457718,0.132345199,2.058689855,0.039523959,0.132856481
FKBP4,3244.629553,-0.348043722,0.141324894,-2.462720563,0.013788733,0.059266796
CUX1,704.8333446,-0.143658606,0.190135484,-0.75555916,0.44991355,0.67024459
LINC01473,12.04652784,-1.130759685,0.492579964,-2.295586032,0.021699562,0.084576066
EML4,1732.321365,-0.320820084,0.074233154,-4.321789765,1.55E-05,0.000167857
PCDHGB2,43.40686894,-0.083295774,0.352452748,-0.236331748,0.813175253,0.911787279
SDHA,1850.395761,-0.028175797,0.110174594,-0.255737698,0.798153384,0.905523064
DPY19L3,513.755831,0.14598048,0.118816409,1.228622221,0.21921348,0.437784409
MIR1245A,15.66382266,-0.642628749,0.514306351,-1.249505762,0.211480147,0.427475298
MIR3606,7.382183718,-0.944875745,0.603150755,-1.566566464,0.117216062,0.288464676
NUCB1,844.0397273,0.045829817,0.16429087,0.278955351,0.78027909,0.896788895
ANKRD26,813.9464219,0.145557021,0.248275289,0.58627269,0.557692281,0.755106665
SGSH,246.243452,0.141414341,0.191316103,0.739165909,0.459806259,0.679649198
OSGEPL1-AS1,13.17600388,-1.084775719,0.415406798,-2.611357649,0.009018352,0.041844142
DQX1,21.20887036,-0.620878964,0.510617526,-1.215937435,0.224008756,0.443666263
ZNF365,51.41389122,-3.26583797,0.49459407,-6.603067378,4.03E-11,1.11E-09
CMTR1,903.7596555,-0.096054784,0.100666228,-0.954190752,0.339987095,0.570548292
PLA2G4B,10.37049587,-0.139033796,0.602403072,-0.230798617,0.817471255,0.913443161
POLR3C,1458.005747,0.429233245,0.14595239,2.940912756,0.003272467,0.018166619
AP3B1,2187.004178,0.138294016,0.124467133,1.111088623,0.266530204,0.493448321
ZSCAN20,270.5230582,0.171851906,0.184208613,0.932920034,0.350861258,0.580655871
DKK3,4.941787868,1.264266258,0.684517228,1.846945857,0.064754988,0.19015518
ZNF214,253.5566928,-0.395682531,0.211348434,-1.872181045,0.061181561,0.182781157
ENC1,51.61231955,-0.641841741,0.533644448,-1.202751653,0.229072439,0.45001658
CAVIN1,8743.026879,0.315210902,0.17866001,1.764305863,0.077680497,0.217342729
LOC105747689,9.304156721,0.361273067,0.714336587,0.505746273,0.61303478,0.795715617
SSR3,3409.813284,-0.154603852,0.111958374,-1.380904766,0.167308244,0.365265342
ZFYVE19,455.4953229,0.085405876,0.143788173,0.5939701,0.552532111,0.751913446
NUSAP1,2299.631124,-0.108954431,0.17181723,-0.634129831,0.525996096,0.732518634
NCOR1,3030.240583,-0.238879847,0.122530071,-1.949560999,0.051228466,0.16081182
LRP12,553.1091335,-0.089373915,0.099833606,-0.89522876,0.370664813,0.598695901
CCDC150,441.8357281,-0.791797555,0.168850784,-4.689333016,2.74E-06,3.48E-05
CCDC137,835.4995417,0.174614643,0.251044332,0.695553021,0.486708795,0.701969985
PRR19,45.03564814,-0.586181629,0.313683384,-1.868704745,0.061663903,0.183591269
FAM117B,458.9732237,-1.065630056,0.161466759,-6.599686911,4.12E-11,1.14E-09
ANKRD44-IT1,13.49998435,-0.80400759,0.580849563,-1.384192467,0.166299529,0.36421846
HIBADH,395.2843379,-0.091245744,0.244230824,-0.373604537,0.708698558,0.85511727
SPTBN2,708.6561502,-2.237413368,0.192213716,-11.64023784,2.57E-31,4.43E-29
NPAS2,93.37416023,-1.242452715,0.255949704,-4.854284633,1.21E-06,1.65E-05
SATB2-AS1,3.021626971,-1.643735413,0.950933135,-1.728549939,0.083889676,0.228812692
FTCDNL1,159.9812928,-0.17184482,0.179464354,-0.957542913,0.338293298,0.568796834
IWS1,1545.162539,-0.16783233,0.163314895,-1.027660888,0.304109372,0.533426633
LINC01792,3.79816631,0,1.826932231,0,1,1
MIR141,6.918413556,-0.105797907,0.843037425,-0.125496098,0.900130814,0.955261635
MIR193A,8.985742993,0.344323968,0.552435996,0.623283006,0.533098563,0.738487258
GNRH1,100.9992833,0.372204301,0.283049119,1.314981309,0.188516184,0.395316787
KDM2A,3551.323927,0.328631785,0.107716946,3.050882869,0.002281696,0.013445968
SUN2,682.8809927,0.401831263,0.157601338,2.549669109,0.01078252,0.048692632
LOC100130357,20.51627423,-0.342870833,0.347890393,-0.985571434,0.324343461,0.554566296
ARL1,1800.631521,0.271637293,0.1383687,1.963141183,0.049629771,0.157287905
DPEP1,4.890499735,1.45785426,0.871853871,1.67213143,0.094498408,0.248634072
ELAVL1,1780.187798,0.095515165,0.11974478,0.797656194,0.425070031,0.648499749
EIF4EBP1,944.2016791,-0.092361508,0.219045101,-0.421655212,0.6732767,0.833556437
SRSF4,1054.501324,0.052421614,0.173856856,0.301521696,0.763016708,0.887446133
ADGRE2,11.16008405,0.385501301,0.842429404,0.457606655,0.647235062,0.817395472
SLC35E3,567.0829435,-0.267266416,0.145779186,-1.833364709,0.066748352,0.194453136
KDM4A,1329.384815,-0.072961021,0.109145221,-0.668476552,0.503829445,0.714941674
CCDC3,58.56141248,-1.036828527,0.32886529,-3.152745385,0.001617428,0.009998757
ZMIZ2,563.8896876,0.59684955,0.202311807,2.950146901,0.003176229,0.017730634
TMEM47,860.7501955,2.37758274,0.145039503,16.39265642,2.16E-60,1.11E-57
THAP2,72.84953628,-0.112346043,0.248814098,-0.451526034,0.651610466,0.820373603
SNORD70,40.50461233,-0.52589755,0.300320628,-1.751120308,0.079925189,0.221734005
SNORD70B,58.70209353,-0.594370781,0.258393235,-2.300256745,0.021433679,0.083856349
SNORD11B,23.86154878,-0.463414531,0.407534254,-1.137117988,0.255488965,0.479618903
SNORD11,41.48268495,-0.465504663,0.312653943,-1.488881475,0.136518583,0.320314481
LRIG3,147.7465106,0.562459649,0.276392002,2.035006961,0.041850173,0.138154637
MFAP3L,661.384334,0.181478574,0.21382662,0.848718341,0.396038038,0.622787158
UACA,1398.382172,0.045638325,0.181808334,0.251024381,0.80179526,0.906630209
TEDC2,338.8552971,-0.150295568,0.161592073,-0.930092458,0.352323216,0.58208118
PINX1,273.2324301,0.291409897,0.154241209,1.889312845,0.058849921,0.177744195
OSBPL5,514.1517208,0.831868129,0.13750483,6.049737503,1.45E-09,3.20E-08
POLE4,540.296226,-0.480368513,0.145044446,-3.31187114,0.000926742,0.006248134
CDC42EP1,299.9244607,0.003780876,0.219018497,0.017262818,0.986226948,0.996543508
ZNF488,27.1998538,-1.670041723,0.470314524,-3.550904,0.00038391,0.002933132
WDR18,907.3673999,0.265171005,0.15803154,1.677962546,0.093354411,0.246724505
ALG8,765.2592216,-0.265251167,0.101234135,-2.620175179,0.008788461,0.040961568
MAPK4,7.564829827,-0.67303541,0.590711829,-1.139363354,0.254551634,0.478457429
MAN2B2,588.9348715,0.311182621,0.121590844,2.559260299,0.010489517,0.047613585
SNORD51,9.051848094,-0.210406667,0.53467838,-0.393520058,0.693935412,0.846677658
SNORA41,26.08747059,-0.524951984,0.302842455,-1.733416089,0.08302174,0.227459463
SLC16A6,135.8118819,-2.232952691,0.841810864,-2.652558653,0.007988425,0.038125628
MPHOSPH8,946.0008948,-0.326198856,0.124908907,-2.611493956,0.009014758,0.041839217
DENND4C,1929.298062,-0.218063968,0.162165316,-1.344701647,0.178721603,0.381846627
PRKAB2,922.9420869,0.123302606,0.126940989,0.971338002,0.331379991,0.561677176
FLVCR1-DT,82.2045019,-0.072419782,0.197195999,-0.367247723,0.713434245,0.858340865
UBE2I,1698.934854,0.014130277,0.115415001,0.122430157,0.902558357,0.956436906
CCNYL1,190.189132,-0.073826934,0.265801888,-0.277751729,0.781202948,0.897288804
IDH1-AS1,12.82759945,-1.829286007,0.558869007,-3.273192793,0.001063399,0.007056029
DENND4A,452.2540165,-0.078900622,0.161418251,-0.488796166,0.624986013,0.803242253
UBC,60483.86357,-0.324110873,0.110765161,-2.926108456,0.003432313,0.018898313
WFDC21P,5.644927469,3.200331796,1.11743569,2.863996402,0.004183328,0.022211574
EME2,288.6999425,-0.408527143,0.251870014,-1.621976099,0.104808466,0.2671181
NDUFB8,2218.047675,-0.306189408,0.290046987,-1.055654504,0.29112609,0.51967869
TLK2,1065.155861,-0.329300261,0.087793496,-3.750850321,0.000176236,0.001478448
SLC30A1,658.4393741,-0.369617051,0.330484608,-1.118409275,0.263392235,0.489504156
HDAC5,445.5157689,0.401486197,0.282304214,1.422175713,0.154975248,0.347869309
SNORA70I,6.519872049,-0.360787723,0.644694526,-0.559625851,0.575734669,0.769028875
ZDHHC1,117.8652307,2.881406698,0.299950602,9.606270759,7.52E-22,6.44E-20
PCLO,117.8008805,-0.948559863,0.301789594,-3.143116535,0.001671593,0.010279735
ADGRD1,9.372938483,1.40511975,0.588478842,2.387714986,0.016953484,0.069817414
MOCS3,392.1512997,0.020076308,0.120734053,0.166285385,0.867932367,0.938122288
SESN1,376.3970428,0.070610404,0.204769534,0.344828661,0.730223185,0.868142154
KIAA1614,21.60512513,-0.663999272,0.815669705,-0.814054106,0.415613956,0.641088922
NMNAT2,56.42759977,2.998394082,0.462738991,6.479665949,9.19E-11,2.44E-09
NEFH,6867.858023,-0.448524286,0.159672981,-2.809018057,0.004969286,0.025650833
PBXIP1,783.2833539,-0.61279821,0.198794454,-3.082571961,0.002052201,0.012286429
KDM4D,43.38079176,-0.058285388,0.237811177,-0.245091037,0.806385943,0.909020884
NBPF1,2825.300018,0.442348059,0.082941009,5.333285241,9.65E-08,1.62E-06
CCDC144NL-AS1,473.5735635,-0.668033667,0.142116855,-4.70059421,2.59E-06,3.31E-05
LINC01963,80.92296733,-0.577514453,0.332198094,-1.738464079,0.082129074,0.225914216
DIRC3,2.808736491,-1.76471847,1.463034845,-1.206203992,0.227738845,0.448579805
GDI1,2013.478787,-0.315685475,0.145210404,-2.173986622,0.02970614,0.106810191
RUFY4,12.38911509,0.002762036,0.549788834,0.005023812,0.995991595,0.999788849
ABCE1,3861.746243,0.020977337,0.138332619,0.151644182,0.879467584,0.945092578
FBXL4,868.7336896,0.180132539,0.155350406,1.159524096,0.24624262,0.469510892
ADAMTS19,25.58777934,1.752670167,0.384361689,4.559950212,5.12E-06,6.19E-05
PRKRA,1171.625512,-0.519758807,0.229588055,-2.263875643,0.023581764,0.089876231
TBC1D10B,565.5048908,0.265853327,0.136209924,1.951791165,0.050963004,0.160393008
CFAP65,13.03019387,0.625374151,0.681104035,0.918177134,0.358526138,0.587514218
RAI1,495.8091043,0.161916608,0.222005132,0.72933723,0.465795404,0.68506887
RETREG2,1678.470943,-0.374561749,0.094907556,-3.946595642,7.93E-05,0.000729463
BMP7,208.7966861,-3.189750134,0.252253492,-12.64501875,1.19E-36,2.70E-34
BMP6,13.31373023,-0.270091504,0.779990883,-0.346275206,0.7291359,0.867463756
MRPL32,1053.136845,-0.293067926,0.202766107,-1.445349667,0.148359694,0.338668521
MIR637,23.51463794,0.525506585,0.426559191,1.231966386,0.217961641,0.436108593
MIR33B,4.073357099,1.200810141,1.069158936,1.123135299,0.261380036,0.486695462
RASA2,848.6580932,-0.34095917,0.129868227,-2.625424079,0.008654111,0.040472423
HSPBP1,736.8407921,0.154404132,0.124816912,1.237044963,0.21607039,0.434138269
CSAD,264.4134758,-0.091372145,0.333825202,-0.273712543,0.784305538,0.89886282
NAB2,2684.764603,-0.278025651,0.095023229,-2.925870387,0.00343494,0.018906478
TMEM198,144.0329181,0.035621127,0.213523931,0.166824989,0.867507755,0.938097127
SENP5,1592.024939,-0.041525008,0.09580897,-0.433414615,0.664713584,0.828513578
OLFM1,156.2285148,0.046979432,0.230397692,0.203905826,0.838427092,0.924385176
KLHL8,792.9824919,-0.075310724,0.124245812,-0.60614296,0.544419826,0.746222445
WRAP53,406.7783885,-0.099382151,0.151357911,-0.656603612,0.511435826,0.721795708
CT75,94.72369883,0.96366772,0.323475391,2.979106746,0.0028909,0.016364597
VDAC3,2732.578529,0.046436965,0.110061273,0.421919204,0.673083992,0.833454064
MRPL21,783.800829,-0.124543961,0.117223444,-1.062449258,0.288031782,0.51635652
FBXO24,8.281852864,-0.491684909,0.571712475,-0.860021306,0.389777298,0.617586706
TPGS1,167.5675891,-0.862314509,0.239796655,-3.596023924,0.000323118,0.002529509
H3P6,2989.147029,-0.10318501,0.110594511,-0.933002989,0.350818425,0.580643161
