"gene","bicor","XIST_group","sample_type"
"PKD1",-0.301945415896819,"High XIST","Normal Tissue"
"PKD1",-0.220609206398073,"Low XIST","Normal Tissue"
"PKP4",0.0404106998174324,"High XIST","Normal Tissue"
"PKP4",-0.201852090915118,"Low XIST","Normal Tissue"
"PLAUR",-0.264269615812184,"High XIST","Normal Tissue"
"PLAUR",0.158276781876765,"Low XIST","Normal Tissue"
"PLCG1",-0.217680232646247,"High XIST","Normal Tissue"
"PLCG1",-0.183094422822425,"Low XIST","Normal Tissue"
"PLD1",-0.270971916539154,"High XIST","Normal Tissue"
"PLD1",-0.383789886627844,"Low XIST","Normal Tissue"
"PLEC",-0.305814166863195,"High XIST","Normal Tissue"
"PLEC",-0.058987899226929,"Low XIST","Normal Tissue"
"PLEKHA7",-0.0658539016164248,"High XIST","Normal Tissue"
"PLEKHA7",-0.53502616839978,"Low XIST","Normal Tissue"
"PPFIA1",-0.0153627212722743,"High XIST","Normal Tissue"
"PPFIA1",-0.00299577689786737,"Low XIST","Normal Tissue"
"PPM1F",-0.253032311681201,"High XIST","Normal Tissue"
"PPM1F",0.24245056464654,"Low XIST","Normal Tissue"
"PPM1M",-0.616027888453576,"High XIST","Normal Tissue"
"PPM1M",0.326252189253518,"Low XIST","Normal Tissue"
"PPP2CA",0.0814694829839582,"High XIST","Normal Tissue"
"PPP2CA",0.227235488450721,"Low XIST","Normal Tissue"
"PRKACA",-0.221643381414823,"High XIST","Normal Tissue"
"PRKACA",0.138559920401711,"Low XIST","Normal Tissue"
"PRKCA",-0.103464765099777,"High XIST","Normal Tissue"
"PRKCA",-0.0149813721101704,"Low XIST","Normal Tissue"
"PRKCD",0.0750598768654517,"High XIST","Normal Tissue"
"PRKCD",0.35194286309539,"Low XIST","Normal Tissue"
"PRKD1",-0.316597352259038,"High XIST","Normal Tissue"
"PRKD1",-0.424699948761872,"Low XIST","Normal Tissue"
"PRNP",-0.345276685956188,"High XIST","Normal Tissue"
"PRNP",-0.132021845382972,"Low XIST","Normal Tissue"
"PSEN1",0.0422975204802386,"High XIST","Normal Tissue"
"PSEN1",0.309801082766353,"Low XIST","Normal Tissue"
"PTEN",-0.478922003090224,"High XIST","Normal Tissue"
"PTEN",0.309562808777476,"Low XIST","Normal Tissue"
"PTK2",-0.60687268119282,"High XIST","Normal Tissue"
"PTK2",-0.276534383119244,"Low XIST","Normal Tissue"
"PTK2B",0.157541133730075,"High XIST","Normal Tissue"
"PTK2B",0.59850986221309,"Low XIST","Normal Tissue"
"PTPN1",-0.2300519453882,"High XIST","Normal Tissue"
"PTPN1",0.105220911279334,"Low XIST","Normal Tissue"
"PTPN11",-0.218412384607276,"High XIST","Normal Tissue"
"PTPN11",-0.175618681354916,"Low XIST","Normal Tissue"
"PTPN12",-0.429406475225197,"High XIST","Normal Tissue"
"PTPN12",-0.108525215872563,"Low XIST","Normal Tissue"
"PTPN14",-0.200286588473975,"High XIST","Normal Tissue"
"PTPN14",-0.562751130975579,"Low XIST","Normal Tissue"
"PTPN2",0.306700504608427,"High XIST","Normal Tissue"
"PTPN2",0.187817935939965,"Low XIST","Normal Tissue"
"PTPN6",0.180081328586342,"High XIST","Normal Tissue"
"PTPN6",0.293789767927286,"Low XIST","Normal Tissue"
"PTPRA",-0.214257583497276,"High XIST","Normal Tissue"
"PTPRA",0.0909034263724944,"Low XIST","Normal Tissue"
"PTPRF",0.0598999498152309,"High XIST","Normal Tissue"
"PTPRF",-0.219102008075746,"Low XIST","Normal Tissue"
"PTPRH",0.0363844008414432,"High XIST","Normal Tissue"
"PTPRH",-0.223728596703533,"Low XIST","Normal Tissue"
"PTPRJ",0.217286219162722,"High XIST","Normal Tissue"
"PTPRJ",0.52881889678497,"Low XIST","Normal Tissue"
"PTPRK",-0.134672541358431,"High XIST","Normal Tissue"
"PTPRK",-0.335028878898007,"Low XIST","Normal Tissue"
"PTPRM",-0.174461334268073,"High XIST","Normal Tissue"
"PTPRM",-0.479961606017594,"Low XIST","Normal Tissue"
"PTPRO",-0.310591896133769,"High XIST","Normal Tissue"
"PTPRO",0.201654639754266,"Low XIST","Normal Tissue"
"PTPRT",0.0888209056511027,"High XIST","Normal Tissue"
"PTPRT",-0.0387977075653645,"Low XIST","Normal Tissue"
"PTPRU",-0.293108481940034,"High XIST","Normal Tissue"
"PTPRU",-0.290977792495626,"Low XIST","Normal Tissue"
"PVR",-0.0573658364207875,"High XIST","Normal Tissue"
"PVR",-0.360483354231154,"Low XIST","Normal Tissue"
"PXN",-0.352012766353014,"High XIST","Normal Tissue"
"PXN",0.0795576121610313,"Low XIST","Normal Tissue"
"RAC1",-0.311022288014581,"High XIST","Normal Tissue"
"RAC1",0.0265489575921309,"Low XIST","Normal Tissue"
"RACGAP1",0.0116606237348118,"High XIST","Normal Tissue"
"RACGAP1",0.212303919777692,"Low XIST","Normal Tissue"
"RAP1A",-0.494958460337611,"High XIST","Normal Tissue"
"RAP1A",0.0853908971507636,"Low XIST","Normal Tissue"
"RAPGEF1",-0.230061316951493,"High XIST","Normal Tissue"
"RAPGEF1",0.271386291377797,"Low XIST","Normal Tissue"
"RAPGEF2",-0.174968094598686,"High XIST","Normal Tissue"
"RAPGEF2",0.0100031692333824,"Low XIST","Normal Tissue"
"RASA1",-0.125793631479818,"High XIST","Normal Tissue"
"RASA1",-0.0583469873778431,"Low XIST","Normal Tissue"
"RAVER1",0.217795344068218,"High XIST","Normal Tissue"
"RAVER1",0.11448497206182,"Low XIST","Normal Tissue"
"RDX",-0.185251097652807,"High XIST","Normal Tissue"
"RDX",-0.357951086685388,"Low XIST","Normal Tissue"
"RHOA",-0.422681245954494,"High XIST","Normal Tissue"
"RHOA",0.149947282506485,"Low XIST","Normal Tissue"
"RHOU",-0.244156152064951,"High XIST","Normal Tissue"
"RHOU",-0.121294103432316,"Low XIST","Normal Tissue"
"RNF185",-0.253106376942039,"High XIST","Normal Tissue"
"RNF185",-0.0227737485452735,"Low XIST","Normal Tissue"
"RNF5",-0.316351052744865,"High XIST","Normal Tissue"
"RNF5",-0.119466832952419,"Low XIST","Normal Tissue"
"ROCK1",-0.54809813190401,"High XIST","Normal Tissue"
"ROCK1",-0.0775873523990536,"Low XIST","Normal Tissue"
"SCRIB",0.133038338962206,"High XIST","Normal Tissue"
"SCRIB",-0.146190875139286,"Low XIST","Normal Tissue"
"SDC1",0.366445973285143,"High XIST","Normal Tissue"
"SDC1",-0.140281736119308,"Low XIST","Normal Tissue"
"SDC4",-0.00601331613414597,"High XIST","Normal Tissue"
"SDC4",-0.448822175420741,"Low XIST","Normal Tissue"
"SDCBP",-0.352912663530319,"High XIST","Normal Tissue"
"SDCBP",0.305270290364367,"Low XIST","Normal Tissue"
"SH2B1",0.00303512884190251,"High XIST","Normal Tissue"
"SH2B1",-0.0517499779156204,"Low XIST","Normal Tissue"
"SH3BP1",0.196509670936682,"High XIST","Normal Tissue"
"SH3BP1",0.380398706431473,"Low XIST","Normal Tissue"
"SH3KBP1",0.0416687829086764,"High XIST","Normal Tissue"
"SH3KBP1",0.344341500097068,"Low XIST","Normal Tissue"
"SHARPIN",-0.2939350415321,"High XIST","Normal Tissue"
"SHARPIN",0.141245900363635,"Low XIST","Normal Tissue"
"SHC1",0.00627661681530019,"High XIST","Normal Tissue"
"SHC1",-0.249414136704627,"Low XIST","Normal Tissue"
"SHROOM3",-0.152779012288527,"High XIST","Normal Tissue"
"SHROOM3",-0.456601032594613,"Low XIST","Normal Tissue"
"SIPA1L3",0.457632106451747,"High XIST","Normal Tissue"
"SIPA1L3",0.018743857783635,"Low XIST","Normal Tissue"
"SIRPA",-0.11430333627501,"High XIST","Normal Tissue"
"SIRPA",0.466625020069609,"Low XIST","Normal Tissue"
"SLC16A3",0.00324225073475829,"High XIST","Normal Tissue"
"SLC16A3",0.296952249761404,"Low XIST","Normal Tissue"
"SLC3A2",0.132556906451308,"High XIST","Normal Tissue"
"SLC3A2",0.095854501530596,"Low XIST","Normal Tissue"
"SLC9A1",0.113275676066675,"High XIST","Normal Tissue"
"SLC9A1",0.249141047318884,"Low XIST","Normal Tissue"
"SMPX",-0.246261431457962,"High XIST","Normal Tissue"
"SMPX",-0.256736665023042,"Low XIST","Normal Tissue"
"SORBS1",-0.55721013238324,"High XIST","Normal Tissue"
"SORBS1",-0.445827031777998,"Low XIST","Normal Tissue"
"SORBS2",-0.304640629487078,"High XIST","Normal Tissue"
"SORBS2",-0.546502680297753,"Low XIST","Normal Tissue"
"SORBS3",-0.699690647196463,"High XIST","Normal Tissue"
"SORBS3",-0.593152136630011,"Low XIST","Normal Tissue"
"SOS1",-0.406565678206662,"High XIST","Normal Tissue"
"SOS1",-0.242882213340779,"Low XIST","Normal Tissue"
"SPTBN1",-0.539681193989739,"High XIST","Normal Tissue"
"SPTBN1",-0.366078568306396,"Low XIST","Normal Tissue"
"SPTLC1",0.120755983819646,"High XIST","Normal Tissue"
"SPTLC1",0.0352913309825714,"Low XIST","Normal Tissue"
"SRC",-0.327361171127811,"High XIST","Normal Tissue"
"SRC",-0.120061584161757,"Low XIST","Normal Tissue"
"SRCIN1",0.113570834118675,"High XIST","Normal Tissue"
"SRCIN1",-0.0611434490271317,"Low XIST","Normal Tissue"
"SSH1",-0.19256121360431,"High XIST","Normal Tissue"
"SSH1",0.15681520230789,"Low XIST","Normal Tissue"
"SSX2IP",0.166314427820539,"High XIST","Normal Tissue"
"SSX2IP",0.094313271949369,"Low XIST","Normal Tissue"
"STARD13",-0.376304919392657,"High XIST","Normal Tissue"
"STARD13",-0.529252247165963,"Low XIST","Normal Tissue"
"STAT3",-0.288427774965991,"High XIST","Normal Tissue"
"STAT3",0.0482061403458964,"Low XIST","Normal Tissue"
"SVIL",-0.429440236833595,"High XIST","Normal Tissue"
"SVIL",-0.24470986255982,"Low XIST","Normal Tissue"
"SYK",0.131348916748883,"High XIST","Normal Tissue"
"SYK",0.275368482252176,"Low XIST","Normal Tissue"
"SYNM",-0.434844237354819,"High XIST","Normal Tissue"
"SYNM",-0.479231824035505,"Low XIST","Normal Tissue"
"TES",-0.273248891512818,"High XIST","Normal Tissue"
"TES",-0.111097145562797,"Low XIST","Normal Tissue"
"TESK1",-0.436579914685887,"High XIST","Normal Tissue"
"TESK1",-0.117215285270726,"Low XIST","Normal Tissue"
"TGFB1I1",-0.61453886707146,"High XIST","Normal Tissue"
"TGFB1I1",-0.69123714274777,"Low XIST","Normal Tissue"
"THY1",-0.0583029960617562,"High XIST","Normal Tissue"
"THY1",-0.175338458326296,"Low XIST","Normal Tissue"
"TIAM1",0.00348640749287236,"High XIST","Normal Tissue"
"TIAM1",0.15394833695728,"Low XIST","Normal Tissue"
"TJP1",-0.454938413855721,"High XIST","Normal Tissue"
"TJP1",-0.132530435683731,"Low XIST","Normal Tissue"
"TJP2",-0.157014025824481,"High XIST","Normal Tissue"
"TJP2",-0.522319704567956,"Low XIST","Normal Tissue"
"TLN1",-0.531465267661991,"High XIST","Normal Tissue"
"TLN1",-0.0467864014234112,"Low XIST","Normal Tissue"
"TNS1",-0.661961150146875,"High XIST","Normal Tissue"
"TNS1",-0.632548084329886,"Low XIST","Normal Tissue"
"TRIO",-0.192032236843924,"High XIST","Normal Tissue"
"TRIO",-0.272245052222324,"Low XIST","Normal Tissue"
"TRIOBP",-0.252813873864791,"High XIST","Normal Tissue"
"TRIOBP",-0.304489499317737,"Low XIST","Normal Tissue"
"TRIP6",-0.234621540674171,"High XIST","Normal Tissue"
"TRIP6",-0.478680687353491,"Low XIST","Normal Tissue"
"TRPC4",-0.448186120031045,"High XIST","Normal Tissue"
"TRPC4",-0.427681374634643,"Low XIST","Normal Tissue"
"TRPM7",-0.00520713677864369,"High XIST","Normal Tissue"
"TRPM7",-0.352436437407186,"Low XIST","Normal Tissue"
"TRPV4",0.19429896883813,"High XIST","Normal Tissue"
"TRPV4",-0.206749818104039,"Low XIST","Normal Tissue"
"TSPAN1",0.214269291539684,"High XIST","Normal Tissue"
"TSPAN1",-0.395009108036618,"Low XIST","Normal Tissue"
"TUBA1B",-0.150858003774241,"High XIST","Normal Tissue"
"TUBA1B",0.126624724447509,"Low XIST","Normal Tissue"
"VASP",-0.363498365308979,"High XIST","Normal Tissue"
"VASP",0.0925907849017691,"Low XIST","Normal Tissue"
"VAV1",-0.120322125933744,"High XIST","Normal Tissue"
"VAV1",0.381798802291818,"Low XIST","Normal Tissue"
"VAV2",-0.159290734866282,"High XIST","Normal Tissue"
"VAV2",-0.237210716419669,"Low XIST","Normal Tissue"
"VAV3",0.177115297550729,"High XIST","Normal Tissue"
"VAV3",0.298401232783434,"Low XIST","Normal Tissue"
"VCL",-0.497814037720079,"High XIST","Normal Tissue"
"VCL",-0.263742384951222,"Low XIST","Normal Tissue"
"VEZT",-0.171118292242196,"High XIST","Normal Tissue"
"VEZT",-0.243782630283504,"Low XIST","Normal Tissue"
"VIM",-0.463878164416731,"High XIST","Normal Tissue"
"VIM",-0.108288009493883,"Low XIST","Normal Tissue"
"WASF2",-0.39716919729087,"High XIST","Normal Tissue"
"WASF2",0.0164620388406947,"Low XIST","Normal Tissue"
"WASL",-0.545775814407292,"High XIST","Normal Tissue"
"WASL",-0.207534515691129,"Low XIST","Normal Tissue"
"WIPF2",-0.0273600938333187,"High XIST","Normal Tissue"
"WIPF2",0.278918026327513,"Low XIST","Normal Tissue"
"ZFYVE21",-0.511069093681046,"High XIST","Normal Tissue"
"ZFYVE21",-0.291069625708818,"Low XIST","Normal Tissue"
"ZYX",-0.535055588748924,"High XIST","Normal Tissue"
"ZYX",0.209713424359284,"Low XIST","Normal Tissue"
"KRIT1",0.0401587261028182,"Low XIST","Primary Tumor"
"RASA1",-0.199872763296485,"Low XIST","Primary Tumor"
"MAPK8",0.112214965404894,"Low XIST","Primary Tumor"
"NISCH",-0.182079478812622,"Low XIST","Primary Tumor"
"MAGI1",-0.0501566227449515,"Low XIST","Primary Tumor"
"SOS1",0.0789661523000992,"Low XIST","Primary Tumor"
"PLCG1",-0.120720215194504,"Low XIST","Primary Tumor"
"IRS1",-0.146530391429856,"Low XIST","Primary Tumor"
"TRPM7",-0.0274163147101427,"Low XIST","Primary Tumor"
"MAPK8IP3",-0.0712272990778685,"Low XIST","Primary Tumor"
"DOCK1",-0.313659575116405,"Low XIST","Primary Tumor"
"FER",-0.265051354562167,"Low XIST","Primary Tumor"
"CBLL1",0.144837262832787,"Low XIST","Primary Tumor"
"GIT2",-0.305499641290664,"Low XIST","Primary Tumor"
"VEZT",-0.121378271356211,"Low XIST","Primary Tumor"
"ANKRD28",0.0355886846548882,"Low XIST","Primary Tumor"
"PTPRA",-0.143833188469696,"Low XIST","Primary Tumor"
"DLG5",-0.0196969583434083,"Low XIST","Primary Tumor"
"ABI2",-0.00656647015270115,"Low XIST","Primary Tumor"
"ARHGAP12",-0.0997746206442115,"Low XIST","Primary Tumor"
"PPFIA1",0.0402384384171168,"Low XIST","Primary Tumor"
"ARHGAP5",-0.0455077657321901,"Low XIST","Primary Tumor"
"PIK3CA",-0.0405088128431444,"Low XIST","Primary Tumor"
"KTN1",-0.0161226622696067,"Low XIST","Primary Tumor"
"ARHGEF7",-0.0894613473536518,"Low XIST","Primary Tumor"
"ITGA9",-0.347272702166329,"Low XIST","Primary Tumor"
"SORBS2",-0.288768715139049,"Low XIST","Primary Tumor"
"ITGA10",-0.346663239184815,"Low XIST","Primary Tumor"
"ROCK1",-0.0799315374631627,"Low XIST","Primary Tumor"
"PTPN14",-0.114573558237729,"Low XIST","Primary Tumor"
"PTPN11",-0.0421873130850998,"Low XIST","Primary Tumor"
"MACF1",-0.272153583115616,"Low XIST","Primary Tumor"
"RAPGEF2",-0.304106435120739,"Low XIST","Primary Tumor"
"DLG1",0.0854033546117333,"Low XIST","Primary Tumor"
"PTEN",-0.0807543039054982,"Low XIST","Primary Tumor"
"CBL",-0.0604194987270804,"Low XIST","Primary Tumor"
"PKP4",0.061144577866574,"Low XIST","Primary Tumor"
"CLIP1",-0.176776385923206,"Low XIST","Primary Tumor"
"STARD13",-0.41531721705986,"Low XIST","Primary Tumor"
"SH2B1",-0.106645148319244,"Low XIST","Primary Tumor"
"ASAP3",-0.214629021804412,"Low XIST","Primary Tumor"
"CSNK1E",0.0232492940746608,"Low XIST","Primary Tumor"
"TRIO",-0.162330847767377,"Low XIST","Primary Tumor"
"CDH20",-0.171819723847665,"Low XIST","Primary Tumor"
"ARVCF",-0.143926681642562,"Low XIST","Primary Tumor"
"ITGB3BP",0.273667155923924,"Low XIST","Primary Tumor"
"ARHGAP21",-0.0240851919066278,"Low XIST","Primary Tumor"
"ADAM12",-0.22706546499273,"Low XIST","Primary Tumor"
"CDH4",-0.344433222089448,"Low XIST","Primary Tumor"
"PTPRM",-0.551605380550259,"Low XIST","Primary Tumor"
"PTPN2",0.318215108428224,"Low XIST","Primary Tumor"
"SSH1",-0.156444215121361,"Low XIST","Primary Tumor"
"ITGAV",-0.366342345830154,"Low XIST","Primary Tumor"
"EPB41",0.0892031462438754,"Low XIST","Primary Tumor"
"DYNC1H1",-0.0351087916696115,"Low XIST","Primary Tumor"
"CTNNB1",-0.0694322891440543,"Low XIST","Primary Tumor"
"ARHGEF12",-0.269361165457169,"Low XIST","Primary Tumor"
"ADAM10",-0.127078730171392,"Low XIST","Primary Tumor"
"LAYN",-0.420185902829502,"Low XIST","Primary Tumor"
"PKD1",-0.194488471657439,"Low XIST","Primary Tumor"
"PTPRT",-0.152730486427095,"Low XIST","Primary Tumor"
"ARHGAP35",-0.114843972011555,"Low XIST","Primary Tumor"
"ARHGEF6",-0.404693500162108,"Low XIST","Primary Tumor"
"VIM",-0.496810575253267,"Low XIST","Primary Tumor"
"SRCIN1",-0.0438399436432006,"Low XIST","Primary Tumor"
"ZFYVE21",-0.217981124449912,"Low XIST","Primary Tumor"
"ELMO1",-0.339679842777656,"Low XIST","Primary Tumor"
"ABL1",-0.206544475174503,"Low XIST","Primary Tumor"
"CD47",0.184410365448149,"Low XIST","Primary Tumor"
"PDPK1",-0.0795714643715287,"Low XIST","Primary Tumor"
"PRNP",-0.221960644674486,"Low XIST","Primary Tumor"
"PTPN12",-0.0605570769312718,"Low XIST","Primary Tumor"
"SVIL",-0.236698881625736,"Low XIST","Primary Tumor"
"EGFR",-0.200842564640341,"Low XIST","Primary Tumor"
"ARHGAP26",0.0499206230532961,"Low XIST","Primary Tumor"
"PTK2",0.0328988541968665,"Low XIST","Primary Tumor"
"HEG1",-0.462011504453319,"Low XIST","Primary Tumor"
"CTNND2",-0.0736532387492323,"Low XIST","Primary Tumor"
"ITGB3",-0.456711505630479,"Low XIST","Primary Tumor"
"ITGB8",-0.0319111074286959,"Low XIST","Primary Tumor"
"CRKL",0.0301768666424993,"Low XIST","Primary Tumor"
"INPPL1",-0.0324059325603355,"Low XIST","Primary Tumor"
"SYNM",-0.250518717219018,"Low XIST","Primary Tumor"
"SPTLC1",-0.044412035918517,"Low XIST","Primary Tumor"
"CSNK2A1",0.17606507998898,"Low XIST","Primary Tumor"
"PALLD",-0.243735792909405,"Low XIST","Primary Tumor"
"ITGA11",-0.328156576803465,"Low XIST","Primary Tumor"
"WASF2",-0.0213272052819092,"Low XIST","Primary Tumor"
"ENAH",0.0498787699539781,"Low XIST","Primary Tumor"
"PPM1F",-0.306714098063304,"Low XIST","Primary Tumor"
"CYTH2",-0.192473917249227,"Low XIST","Primary Tumor"
"CDH3",0.226660252248293,"Low XIST","Primary Tumor"
"MAPK1",-0.0862021219982278,"Low XIST","Primary Tumor"
"CDH12",0.0235882860463361,"Low XIST","Primary Tumor"
"CDH8",-0.166179755604582,"Low XIST","Primary Tumor"
"RNF185",-0.273774499343593,"Low XIST","Primary Tumor"
"FLNB",0.0314893948719812,"Low XIST","Primary Tumor"
"ILKAP",0.18787499032248,"Low XIST","Primary Tumor"
"PPM1M",-0.411500397989969,"Low XIST","Primary Tumor"
"CAV1",-0.467678712720449,"Low XIST","Primary Tumor"
"LPP",-0.142426772293581,"Low XIST","Primary Tumor"
"ITGA7",-0.36636957329397,"Low XIST","Primary Tumor"
"FAT1",-0.142783155802446,"Low XIST","Primary Tumor"
"CTNND1",0.0355801665705869,"Low XIST","Primary Tumor"
"CDH1",0.120882100833399,"Low XIST","Primary Tumor"
"FYN",-0.359108480206806,"Low XIST","Primary Tumor"
"AJAP1",-0.301690368201992,"Low XIST","Primary Tumor"
"SHC1",-0.210913975023142,"Low XIST","Primary Tumor"
"CSRP1",-0.179282407310319,"Low XIST","Primary Tumor"
"PRKD1",-0.543759121183857,"Low XIST","Primary Tumor"
"LIMS1",-0.129958728764938,"Low XIST","Primary Tumor"
"IQGAP1",-0.084287361574624,"Low XIST","Primary Tumor"
"NRP1",-0.542929058333665,"Low XIST","Primary Tumor"
"ITGB1BP1",-0.0139494701191416,"Low XIST","Primary Tumor"
"MYO6",0.0469548026760278,"Low XIST","Primary Tumor"
"PARVA",-0.290390379556158,"Low XIST","Primary Tumor"
"CRK",-0.108941659917057,"Low XIST","Primary Tumor"
"CDH5",-0.515953027576138,"Low XIST","Primary Tumor"
"PARD3",0.146413298660759,"Low XIST","Primary Tumor"
"CDH24",0.0836143724796264,"Low XIST","Primary Tumor"
"GIT1",0.169963711406125,"Low XIST","Primary Tumor"
"ANK3",-0.0602216673930983,"Low XIST","Primary Tumor"
"ARHGAP32",0.124791623835162,"Low XIST","Primary Tumor"
"ARHGEF2",0.0125829503471823,"Low XIST","Primary Tumor"
"RHOU",-0.252156293031407,"Low XIST","Primary Tumor"
"PABPC1",0.38203758009282,"Low XIST","Primary Tumor"
"ITGA2",-0.114022590310578,"Low XIST","Primary Tumor"
"VCL",-0.157742877336229,"Low XIST","Primary Tumor"
"ARHGAP24",-0.494473028197723,"Low XIST","Primary Tumor"
"PEAK1",-0.314361839206815,"Low XIST","Primary Tumor"
"NDEL1",-0.147221160499585,"Low XIST","Primary Tumor"
"PDZD2",-0.247032700660221,"Low XIST","Primary Tumor"
"DLC1",-0.527381400608539,"Low XIST","Primary Tumor"
"PTPRK",-0.00319444371496893,"Low XIST","Primary Tumor"
"RAPGEF1",-0.176700646185891,"Low XIST","Primary Tumor"
"ITGB1",-0.298152271335069,"Low XIST","Primary Tumor"
"TESK1",-0.00159328159103619,"Low XIST","Primary Tumor"
"NEXN",-0.376695787090957,"Low XIST","Primary Tumor"
"ABI1",0.11731935192984,"Low XIST","Primary Tumor"
"TES",-0.0412947871170765,"Low XIST","Primary Tumor"
"FERMT2",-0.487436325804344,"Low XIST","Primary Tumor"
"TNS1",-0.544338127350559,"Low XIST","Primary Tumor"
"TJP1",-0.165101471809901,"Low XIST","Primary Tumor"
"CDH22",-0.213886816996139,"Low XIST","Primary Tumor"
"INPP5D",-0.180453378392461,"Low XIST","Primary Tumor"
"CDH7",-0.0451444859515428,"Low XIST","Primary Tumor"
"SPTBN1",-0.221088632769737,"Low XIST","Primary Tumor"
"CGNL1",-0.411604262965078,"Low XIST","Primary Tumor"
"ITGAD",-0.191477834930588,"Low XIST","Primary Tumor"
"PAK1",0.144073524571843,"Low XIST","Primary Tumor"
"PTPRF",0.206502957275575,"Low XIST","Primary Tumor"
"GAB1",-0.165524859026665,"Low XIST","Primary Tumor"
"SORBS1",-0.298072185572263,"Low XIST","Primary Tumor"
"LIN7A",-0.385335946691496,"Low XIST","Primary Tumor"
"GNA12",-0.231203497348286,"Low XIST","Primary Tumor"
"NF2",-0.0465119625357173,"Low XIST","Primary Tumor"
"ITGA4",-0.264142455739547,"Low XIST","Primary Tumor"
"MYH10",-0.301551007717925,"Low XIST","Primary Tumor"
"INSR",-0.282381081504285,"Low XIST","Primary Tumor"
"VAV3",-0.0190586180831413,"Low XIST","Primary Tumor"
"FHL2",-0.0584994368239742,"Low XIST","Primary Tumor"
"BCAR3",-0.209742392432211,"Low XIST","Primary Tumor"
"NUMB",-0.109835921182377,"Low XIST","Primary Tumor"
"MYOM1",-0.277215485057031,"Low XIST","Primary Tumor"
"LRP1",-0.515228049540224,"Low XIST","Primary Tumor"
"ASAP2",0.082984582585038,"Low XIST","Primary Tumor"
"CDH11",-0.382623553597322,"Low XIST","Primary Tumor"
"TLN1",-0.30881457533714,"Low XIST","Primary Tumor"
"LIMA1",-0.191735719628763,"Low XIST","Primary Tumor"
"SSX2IP",0.198469977008134,"Low XIST","Primary Tumor"
"SH3KBP1",-0.0596634623449015,"Low XIST","Primary Tumor"
"RDX",-0.233206213511693,"Low XIST","Primary Tumor"
"MYO7A",-0.103665754193143,"Low XIST","Primary Tumor"
"SIPA1L3",0.12722653038424,"Low XIST","Primary Tumor"
"ITGA6",0.0382865363339918,"Low XIST","Primary Tumor"
"ADD1",-0.406840796696032,"Low XIST","Primary Tumor"
"AGAP2",-0.184703264253171,"Low XIST","Primary Tumor"
"NRP2",-0.332214942789794,"Low XIST","Primary Tumor"
"ITGAX",-0.189999249518031,"Low XIST","Primary Tumor"
"ACTN1",-0.0787991353809618,"Low XIST","Primary Tumor"
"MET",-0.145739588990364,"Low XIST","Primary Tumor"
"PRKACA",-0.168466622556488,"Low XIST","Primary Tumor"
"ITGA1",-0.432814847807308,"Low XIST","Primary Tumor"
"NEDD9",-0.285521832012661,"Low XIST","Primary Tumor"
"DEF6",0.141864723953407,"Low XIST","Primary Tumor"
"PTPRU",-0.133370067121954,"Low XIST","Primary Tumor"
"EXOC3",-0.151778812698829,"Low XIST","Primary Tumor"
"STAT3",-0.101529365747008,"Low XIST","Primary Tumor"
"NCK2",-0.0772518771085783,"Low XIST","Primary Tumor"
"PPP2CA",0.0462768543637626,"Low XIST","Primary Tumor"
"ITGB6",-0.062742114353381,"Low XIST","Primary Tumor"
"THY1",-0.432997918023562,"Low XIST","Primary Tumor"
"MMP14",-0.31770185555222,"Low XIST","Primary Tumor"
"ACP1",0.300283306792956,"Low XIST","Primary Tumor"
"FSCN1",-0.101528445660838,"Low XIST","Primary Tumor"
"DBN1",-0.123796537350514,"Low XIST","Primary Tumor"
"LIMK1",-0.114086350431856,"Low XIST","Primary Tumor"
"WIPF2",-0.0353306485453174,"Low XIST","Primary Tumor"
"SIRPA",-0.308693952187077,"Low XIST","Primary Tumor"
"TGFB1I1",-0.481646157669181,"Low XIST","Primary Tumor"
"MARCKS",-0.146436313249241,"Low XIST","Primary Tumor"
"PLEKHA7",0.0502249861548764,"Low XIST","Primary Tumor"
"PTPRJ",-0.134475551287785,"Low XIST","Primary Tumor"
"SHROOM3",0.112749218308036,"Low XIST","Primary Tumor"
"WASL",-0.149388574741685,"Low XIST","Primary Tumor"
"CTTN",-0.0700822381334835,"Low XIST","Primary Tumor"
"ECT2",0.471091790732615,"Low XIST","Primary Tumor"
"PSEN1",-0.0631229550268021,"Low XIST","Primary Tumor"
"CASP8",0.0981219088160947,"Low XIST","Primary Tumor"
"MSN",-0.364660882008396,"Low XIST","Primary Tumor"
"ITGB4",0.148110758087793,"Low XIST","Primary Tumor"
"PRKCD",0.130396462058143,"Low XIST","Primary Tumor"
"AKAP5",-0.0249762446453284,"Low XIST","Primary Tumor"
"ITGAM",-0.325087875017098,"Low XIST","Primary Tumor"
"CD2AP",0.124048859950006,"Low XIST","Primary Tumor"
"CDH6",-0.31877642193753,"Low XIST","Primary Tumor"
"TRIP6",-0.056128931826481,"Low XIST","Primary Tumor"
"CTNNA3",-0.201730549949091,"Low XIST","Primary Tumor"
"TIAM1",-0.0327890051145472,"Low XIST","Primary Tumor"
"LPXN",-0.217516071155741,"Low XIST","Primary Tumor"
"FERMT1",0.193643643084851,"Low XIST","Primary Tumor"
"TRIOBP",-0.301969637454289,"Low XIST","Primary Tumor"
"CDH18",0.00988446764326908,"Low XIST","Primary Tumor"
"ITGB5",-0.33619549445093,"Low XIST","Primary Tumor"
