"RNAss","XIST","sample_type","bin_XIST"
0.0791392576547269,6.57229852730048,"Normal Tissue","High XIST"
0.0791519292588913,6.96810227512257,"Normal Tissue","High XIST"
0.0792426460536014,6.74282814034194,"Normal Tissue","High XIST"
0.079504251980354,1.94185751900344,"Normal Tissue","Low XIST"
0.0796435700754582,6.47736971840723,"Normal Tissue","High XIST"
0.0796443964263064,6.92601128277587,"Normal Tissue","High XIST"
0.0797075114283066,5.83897697104766,"Normal Tissue",NA
0.0797143957505852,6.99436475206971,"Normal Tissue","High XIST"
0.0799209277203459,6.94954660525977,"Normal Tissue","High XIST"
0.0800441001095242,1.77399632511117,"Normal Tissue","Low XIST"
0.0803432953268635,5.82199076847272,"Normal Tissue",NA
0.0803605585200608,6.04812717713421,"Normal Tissue",NA
0.0803643596158912,7.14568764368396,"Normal Tissue","High XIST"
0.0804150625203516,7.00787945304147,"Normal Tissue","High XIST"
0.0805197337496798,5.74338032171915,"Normal Tissue",NA
0.0805844806453301,6.23056809938526,"Normal Tissue",NA
0.0806276654814389,6.20752198138707,"Normal Tissue",NA
0.0806771170691458,7.47897989186589,"Normal Tissue","High XIST"
0.0807794206780991,6.85674920382245,"Normal Tissue","High XIST"
0.0809948462441224,6.707372937709,"Normal Tissue","High XIST"
0.0812758129672327,6.13465220496279,"Normal Tissue",NA
0.0814978486515978,4.88464675885811,"Normal Tissue",NA
0.0816313388878696,5.5789688946823,"Normal Tissue",NA
0.0817279552170814,5.40602638510103,"Normal Tissue",NA
0.0818318028269076,5.38304758720578,"Normal Tissue",NA
0.0818459596335239,5.58378983454026,"Normal Tissue",NA
0.0819424396402522,6.41296777675971,"Normal Tissue","High XIST"
0.0820825465724686,7.77808370216294,"Normal Tissue","High XIST"
0.0821308197826813,4.88903541071394,"Normal Tissue",NA
0.0821958178885703,6.82146787497039,"Normal Tissue","High XIST"
0.0822406789432737,5.99143114333981,"Normal Tissue",NA
0.0823971845533274,6.08046580284346,"Normal Tissue",NA
0.0824658804131187,5.88462234013074,"Normal Tissue",NA
0.0825268075335805,5.79522147104483,"Normal Tissue",NA
0.0826095943684497,6.08131832095244,"Normal Tissue",NA
0.0828410515209418,4.64449083598079,"Normal Tissue",NA
0.0828457896657974,5.60053737906743,"Normal Tissue",NA
0.082942362463896,6.57411664964554,"Normal Tissue","High XIST"
0.082984419778969,6.67243948597119,"Normal Tissue","High XIST"
0.0830538693303351,6.58016056267904,"Normal Tissue","High XIST"
0.0831646963288201,6.8838773703348,"Normal Tissue","High XIST"
0.0832254969211249,6.46484793930046,"Normal Tissue","High XIST"
0.0832320738588159,5.45782408570833,"Normal Tissue",NA
0.0832976766155278,5.7197584321076,"Normal Tissue",NA
0.0833972253358405,5.76635663621931,"Normal Tissue",NA
0.083461364571392,6.93311228089813,"Normal Tissue","High XIST"
